Source_IP,Destination_Name,Destination_IP,Last_Valid_Hop,RTT,Success?,Destination_IP_responded,Destination_RTT
192.168.1.12,86.104.125.129,86.104.125.129,"(-1, [], 3)",[0.936],True,x,x
192.168.1.158,86.104.125.129,86.104.125.129,"(-1, [], 10)",[4.869666666666666],False,x,x
176.52.185.126,86.104.125.129,86.104.125.129,"(6, ['136.255.248.202'], 13)",[11.672666666666666],False,x,x
192.168.253.191,86.104.125.129,86.104.125.129,"(2, ['89.40.196.49'], 9)",[1.082],False,x,x
192.168.100.5,86.104.125.129,86.104.125.129,"(5, ['37.128.239.145'], 12)",[5.152666666666667],False,x,x
192.168.0.192,86.104.125.129,86.104.125.129,"(12, ['193.0.14.129'], 13)",[43.936333333333344],False,x,x
10.10.0.9,86.104.125.129,86.104.125.129,"(-1, [], 15)",[1.2736666666666667],False,x,x
10.24.17.70,86.104.125.129,86.104.125.129,"(-1, [], 9)",[0.847],False,x,x
85.120.244.46,86.104.125.129,86.104.125.129,"(0, ['85.120.244.1'], 4)",[1.272],True,x,x
10.134.151.150,86.104.125.129,86.104.125.129,"(-1, [], 9)",[1.1729999999999998],False,x,x
185.214.104.93,86.104.125.129,86.104.125.129,"(1, ['89.37.126.137'], 3)",[1.5753333333333333],True,x,x
44.128.12.240,86.104.125.129,86.104.125.129,"(0, ['44.128.12.254'], 9)",[1.0436666666666667],False,x,x
192.168.130.50,86.104.125.129,86.104.125.129,"(-1, [], 9)",[1.223],False,x,x
192.168.0.171,86.104.125.129,86.104.125.129,"(7, ['136.255.248.202'], 14)",[19.171333333333333],False,x,x
185.173.16.70,86.104.125.129,86.104.125.129,"(0, ['185.173.16.65'], 7)",[0.823],False,x,x
172.31.36.10,86.104.125.129,86.104.125.129,"(1, ['85.122.180.10'], 3)",[1.4276666666666669],True,x,x
192.168.1.246,86.104.125.129,86.104.125.129,"(-1, [], 10)",[1.1803333333333332],False,x,x
192.168.1.146,86.104.125.129,86.104.125.129,"(1, ['109.102.24.129'], 8)",[3.0226666666666664],True,x,x
100.99.99.252,86.104.125.129,86.104.125.129,"(3, ['110.0.241.165'], 6)",[3.3836666666666666],True,x,x
192.168.0.33,86.104.125.129,86.104.125.129,"(1, ['194.40.210.1'], 3)",[1.0266666666666666],True,x,x
192.168.192.38,86.104.125.129,86.104.125.129,"(1, ['89.42.203.129'], 3)",[1.276],True,x,x
192.168.0.184,86.104.125.129,86.104.125.129,"(-1, [], 9)",[1.1846666666666668],False,x,x
194.9.92.4,86.104.125.129,86.104.125.129,"(0, ['194.9.92.1'], 2)",[0.8363333333333333],True,x,x
10.10.10.54,86.104.125.129,86.104.125.129,"(1, ['89.34.110.1'], 8)",[4.136666666666667],False,x,x
185.173.16.151,86.104.125.129,86.104.125.129,"(0, ['185.173.16.130'], 7)",[0.6496666666666666],False,x,x
93.113.126.132,86.104.125.129,86.104.125.129,"(3, ['89.238.218.213'], 6)",[0.43966666666666665],True,x,x
185.86.67.69,86.104.125.129,86.104.125.129,"(0, ['185.86.67.65'], 2)",[0.7236666666666668],True,x,x
93.114.194.226,86.104.125.129,86.104.125.129,"(2, ['193.251.252.199'], 3)",[0.767],False,x,x
172.27.0.2,86.104.125.129,86.104.125.129,"(-1, [], 11)",[0.103],False,x,x
192.168.3.102,86.104.125.129,86.104.125.129,"(-1, [], 10)",[],False,x,x
192.168.68.71,86.104.125.129,86.104.125.129,"(-1, [], 10)",[0.6629999999999999],False,x,x
192.168.88.11,86.104.125.129,86.104.125.129,"(-1, [], 10)",[1.027],False,x,x
192.168.1.126,86.104.125.129,86.104.125.129,"(-1, [], 10)",[1.2176666666666667],False,x,x
192.168.0.197,86.104.125.129,86.104.125.129,"(-1, [], 9)",[0.9866666666666667],False,x,x
91.220.63.87,86.104.125.129,86.104.125.129,"(1, ['89.238.233.57'], 5)",[0.7806666666666665],True,x,x
86.107.73.26,86.104.125.129,86.104.125.129,"(2, ['89.238.255.9'], 5)",[0.4336666666666667],True,x,x
