,Source_IP,Destination_Name,Destination_IP,Last_Valid_Hop,RTT,Success?,Destination_IP_responded,Destination_RTT,possibly_reached?
27,192.168.0.115,86.104.125.129,86.104.125.129,"(1, ['89.44.208.118'], 8)",[13.3805],False,x,x,False
28,192.168.100.217,86.104.125.129,86.104.125.129,"(2, ['80.86.97.149'], 4)",[1.7213333333333332],True,x,x,True
29,192.168.2.104,86.104.125.129,86.104.125.129,"(-1, [], 11)",[4.190333333333333],False,x,x,False
30,10.2.2.20,86.104.125.129,86.104.125.129,"(-1, [], 9)",[0.4136666666666667],False,x,x,False
31,192.168.69.254,86.104.125.129,86.104.125.129,"(-1, [], 9)",[0.49866666666666665],False,x,x,False
32,10.222.192.125,86.104.125.129,86.104.125.129,"(-1, [], 10)",[0.49499999999999994],False,x,x,False
33,192.168.0.4,86.104.125.129,86.104.125.129,"(-1, [], 9)",[0.48],False,x,x,False
34,194.42.102.9,86.104.125.129,86.104.125.129,"(0, ['194.42.102.1'], 2)",[0.64],True,x,x,True
35,192.168.0.55,86.104.125.129,86.104.125.129,"(-1, [], 9)",[0.4336666666666667],False,x,x,False
36,192.168.24.187,86.104.125.129,86.104.125.129,"(-1, [], 10)",[1.048],False,x,x,False
37,10.1.0.34,86.104.125.129,86.104.125.129,"(7, ['193.0.14.129'], 8)",[31.405],False,x,x,True
38,192.168.1.12,86.104.125.129,86.104.125.129,"(-1, [], 3)",[0.936],True,x,x,True
39,192.168.1.158,86.104.125.129,86.104.125.129,"(-1, [], 10)",[4.869666666666666],False,x,x,False
40,176.52.185.126,86.104.125.129,86.104.125.129,"(6, ['136.255.248.202'], 13)",[11.672666666666666],False,x,x,True
41,192.168.253.191,86.104.125.129,86.104.125.129,"(2, ['89.40.196.49'], 9)",[1.082],False,x,x,True
42,192.168.100.5,86.104.125.129,86.104.125.129,"(5, ['37.128.239.145'], 12)",[5.152666666666667],False,x,x,True
43,192.168.0.192,86.104.125.129,86.104.125.129,"(12, ['193.0.14.129'], 13)",[43.936333333333344],False,x,x,True
44,10.10.0.9,86.104.125.129,86.104.125.129,"(-1, [], 15)",[1.2736666666666667],False,x,x,False
45,10.24.17.70,86.104.125.129,86.104.125.129,"(-1, [], 9)",[0.847],False,x,x,False
46,85.120.244.46,86.104.125.129,86.104.125.129,"(0, ['85.120.244.1'], 4)",[1.272],True,x,x,True
47,10.134.151.150,86.104.125.129,86.104.125.129,"(-1, [], 9)",[1.1729999999999998],False,x,x,False
48,185.214.104.93,86.104.125.129,86.104.125.129,"(1, ['89.37.126.137'], 3)",[1.5753333333333333],True,x,x,True
49,44.128.12.240,86.104.125.129,86.104.125.129,"(0, ['44.128.12.254'], 9)",[1.0436666666666667],False,x,x,False
50,192.168.130.50,86.104.125.129,86.104.125.129,"(-1, [], 9)",[1.223],False,x,x,False
51,192.168.0.171,86.104.125.129,86.104.125.129,"(7, ['136.255.248.202'], 14)",[19.171333333333333],False,x,x,True
52,185.173.16.70,86.104.125.129,86.104.125.129,"(0, ['185.173.16.65'], 7)",[0.823],False,x,x,False
53,172.31.36.10,86.104.125.129,86.104.125.129,"(1, ['85.122.180.10'], 3)",[1.4276666666666669],True,x,x,True
54,192.168.1.246,86.104.125.129,86.104.125.129,"(-1, [], 10)",[1.1803333333333332],False,x,x,False
55,192.168.1.146,86.104.125.129,86.104.125.129,"(1, ['109.102.24.129'], 8)",[3.0226666666666664],True,x,x,True
56,100.99.99.252,86.104.125.129,86.104.125.129,"(3, ['110.0.241.165'], 6)",[3.3836666666666666],True,x,x,True
57,192.168.0.33,86.104.125.129,86.104.125.129,"(1, ['194.40.210.1'], 3)",[1.0266666666666666],True,x,x,True
58,192.168.192.38,86.104.125.129,86.104.125.129,"(1, ['89.42.203.129'], 3)",[1.276],True,x,x,True
59,192.168.0.184,86.104.125.129,86.104.125.129,"(-1, [], 9)",[1.1846666666666668],False,x,x,False
60,194.9.92.4,86.104.125.129,86.104.125.129,"(0, ['194.9.92.1'], 2)",[0.8363333333333333],True,x,x,True
61,10.10.10.54,86.104.125.129,86.104.125.129,"(1, ['89.34.110.1'], 8)",[4.136666666666667],False,x,x,False
62,185.173.16.151,86.104.125.129,86.104.125.129,"(0, ['185.173.16.130'], 7)",[0.6496666666666666],False,x,x,False
63,93.113.126.132,86.104.125.129,86.104.125.129,"(3, ['89.238.218.213'], 6)",[0.43966666666666665],True,x,x,True
64,185.86.67.69,86.104.125.129,86.104.125.129,"(0, ['185.86.67.65'], 2)",[0.7236666666666668],True,x,x,True
65,93.114.194.226,86.104.125.129,86.104.125.129,"(2, ['193.251.252.199'], 3)",[0.767],False,x,x,True
66,172.27.0.2,86.104.125.129,86.104.125.129,"(-1, [], 11)",[0.103],False,x,x,False
67,192.168.3.102,86.104.125.129,86.104.125.129,"(-1, [], 10)",[],False,x,x,False
68,192.168.68.71,86.104.125.129,86.104.125.129,"(-1, [], 10)",[0.6629999999999999],False,x,x,False
69,192.168.88.11,86.104.125.129,86.104.125.129,"(-1, [], 10)",[1.027],False,x,x,False
70,192.168.1.126,86.104.125.129,86.104.125.129,"(-1, [], 10)",[1.2176666666666667],False,x,x,False
71,192.168.0.197,86.104.125.129,86.104.125.129,"(-1, [], 9)",[0.9866666666666667],False,x,x,False
72,91.220.63.87,86.104.125.129,86.104.125.129,"(1, ['89.238.233.57'], 5)",[0.7806666666666665],True,x,x,True
73,86.107.73.26,86.104.125.129,86.104.125.129,"(2, ['89.238.255.9'], 5)",[0.4336666666666667],True,x,x,True
