ASN,prefix,size
20940,23.205.213.0,24
20940,23.205.215.0,24
20940,23.205.222.0,24
20940,23.205.248.0,24
20940,23.205.249.0,24
20940,23.205.252.0,24
20940,23.205.253.0,24
20940,23.205.254.0,24
20940,23.205.255.0,24
20940,23.206.118.0,23
20940,23.206.120.0,24
20940,23.206.121.0,24
20940,23.206.168.0,24
20940,23.206.169.0,24
20940,23.206.170.0,24
20940,23.206.171.0,24
20940,23.206.172.0,24
20940,23.206.173.0,24
20940,23.206.175.0,24
20940,23.206.187.0,24
20940,23.206.188.0,24
20940,23.206.192.0,24
20940,23.206.193.0,24
20940,23.206.194.0,24
20940,23.206.195.0,24
20940,23.206.198.0,24
20940,23.206.199.0,24
20940,23.206.212.0,24
20940,23.206.213.0,24
20940,23.206.214.0,24
20940,23.206.215.0,24
20940,23.206.226.0,24
20940,23.206.227.0,24
20940,23.206.229.0,24
20940,23.206.238.0,24
20940,23.206.242.0,24
20940,23.206.243.0,24
20940,23.206.248.0,24
20940,23.206.249.0,24
20940,23.206.250.0,24
20940,23.206.251.0,24
20940,23.207.32.0,22
20940,23.207.198.0,24
20940,23.207.199.0,24
20940,23.207.200.0,24
20940,23.207.202.0,24
20940,23.207.203.0,24
20940,23.207.208.0,24
20940,23.207.209.0,24
20940,23.207.210.0,24
20940,23.207.211.0,24
20940,23.207.216.0,24
20940,23.207.224.0,20
20940,23.207.224.0,24
20940,23.207.226.0,24
20940,23.207.227.0,24
20940,23.207.228.0,24
20940,23.207.229.0,24
20940,23.207.230.0,24
20940,23.207.231.0,24
20940,23.207.232.0,24
20940,23.207.233.0,24
20940,23.207.234.0,24
20940,23.207.235.0,24
20940,23.207.236.0,24
20940,23.207.237.0,24
20940,23.207.238.0,24
20940,23.208.4.0,22
20940,23.208.12.0,24
20940,23.208.13.0,24
20940,23.208.14.0,23
20940,23.208.24.0,24
20940,23.208.25.0,24
20940,23.208.26.0,24
20940,23.208.27.0,24
20940,23.208.28.0,24
20940,23.208.29.0,24
20940,23.208.72.0,22
20940,23.208.84.0,24
20940,23.208.85.0,24
20940,23.208.86.0,24
20940,23.208.87.0,24
20940,23.208.92.0,22
20940,23.208.96.0,24
20940,23.208.97.0,24
20940,23.208.141.0,24
20940,23.208.142.0,24
20940,23.208.143.0,24
20940,23.208.154.0,24
20940,23.208.155.0,24
20940,23.208.160.0,22
20940,23.208.166.0,24
20940,23.208.167.0,24
20940,23.209.36.0,22
20940,23.209.40.0,24
20940,23.209.42.0,24
20940,23.209.43.0,24
20940,23.209.44.0,24
20940,23.209.45.0,24
20940,23.209.46.0,24
20940,23.209.47.0,24
20940,23.209.68.0,24
20940,23.209.69.0,24
20940,23.209.72.0,24
20940,23.209.73.0,24
20940,23.209.84.0,24
20940,23.209.85.0,24
20940,23.209.86.0,24
20940,23.209.87.0,24
20940,23.209.92.0,24
20940,23.209.93.0,24
20940,23.209.95.0,24
20940,23.209.100.0,24
20940,23.209.102.0,24
20940,23.209.103.0,24
20940,23.209.106.0,24
20940,23.209.107.0,24
20940,23.209.116.0,24
20940,23.209.118.0,23
20940,23.209.120.0,22
20940,23.209.124.0,24
20940,23.209.125.0,24
20940,23.209.127.0,24
20940,23.209.160.0,24
20940,23.209.161.0,24
20940,23.209.162.0,24
20940,23.209.163.0,24
20940,23.209.164.0,24
20940,23.209.165.0,24
20940,23.209.166.0,24
20940,23.209.167.0,24
20940,23.209.168.0,24
20940,23.209.169.0,24
20940,23.209.180.0,24
20940,23.209.183.0,24
20940,23.209.188.0,24
20940,23.209.189.0,24
20940,23.209.190.0,24
20940,23.209.191.0,24
20940,23.210.4.0,24
20940,23.210.12.0,23
20940,23.210.14.0,24
20940,23.210.24.0,24
20940,23.210.26.0,24
20940,23.210.27.0,24
20940,23.210.28.0,22
20940,23.210.32.0,23
20940,23.210.48.0,20
20940,23.210.49.0,24
20940,23.210.51.0,24
20940,23.210.52.0,24
20940,23.210.53.0,24
20940,23.210.54.0,24
20940,23.210.55.0,24
20940,23.210.56.0,24
20940,23.210.57.0,24
20940,23.210.58.0,24
20940,23.210.59.0,24
20940,23.210.60.0,24
20940,23.210.61.0,24
20940,23.210.62.0,24
20940,23.210.63.0,24
20940,23.210.74.0,24
20940,23.210.75.0,24
20940,23.210.80.0,22
20940,23.210.86.0,23
20940,23.210.93.0,24
20940,23.210.192.0,23
20940,23.210.208.0,24
20940,23.210.210.0,24
20940,23.210.211.0,24
20940,23.210.214.0,24
20940,23.210.215.0,24
20940,23.210.218.0,23
20940,23.210.244.0,24
20940,23.210.245.0,24
20940,23.210.247.0,24
20940,23.210.248.0,24
20940,23.210.249.0,24
20940,23.210.250.0,24
20940,23.210.251.0,24
20940,23.211.14.0,24
20940,23.211.15.0,24
20940,23.211.60.0,24
20940,23.211.108.0,24
20940,23.211.109.0,24
20940,23.211.110.0,23
20940,23.211.113.0,24
20940,23.211.116.0,24
20940,23.211.117.0,24
20940,23.211.118.0,24
20940,23.211.126.0,23
20940,23.211.136.0,24
20940,23.211.139.0,24
20940,23.211.140.0,24
20940,23.211.141.0,24
20940,23.211.176.0,24
20940,23.211.177.0,24
20940,23.211.178.0,24
20940,23.211.179.0,24
20940,23.211.232.0,24
20940,23.211.233.0,24
20940,23.211.240.0,24
20940,23.211.241.0,24
20940,23.211.242.0,24
20940,23.211.243.0,24
20940,23.211.244.0,23
20940,23.211.246.0,24
20940,23.211.247.0,24
20940,23.211.252.0,24
20940,23.211.253.0,24
20940,23.212.0.0,24
20940,23.212.1.0,24
20940,23.212.2.0,24
20940,23.212.3.0,24
20940,23.212.48.0,24
20940,23.212.49.0,24
20940,23.212.50.0,24
20940,23.212.51.0,24
20940,23.212.59.0,24
20940,23.212.61.0,24
20940,23.212.62.0,24
20940,23.212.63.0,24
20940,23.212.96.0,24
20940,23.212.97.0,24
20940,23.212.99.0,24
20940,23.212.101.0,24
20940,23.212.110.0,24
20940,23.212.111.0,24
20940,23.212.164.0,24
20940,23.212.166.0,24
20940,23.212.167.0,24
20940,23.212.172.0,24
20940,23.212.173.0,24
20940,23.212.186.0,23
20940,23.212.188.0,24
20940,23.212.189.0,24
20940,23.212.190.0,24
20940,23.212.191.0,24
20940,23.212.232.0,22
20940,23.212.236.0,24
20940,23.212.248.0,24
20940,23.212.249.0,24
20940,23.212.250.0,24
20940,23.212.251.0,24
20940,23.212.252.0,22
20940,23.213.0.0,23
20940,23.213.2.0,24
20940,23.213.3.0,24
20940,23.213.13.0,24
20940,23.213.14.0,23
20940,23.213.18.0,24
20940,23.213.19.0,24
20940,23.213.24.0,24
20940,23.213.25.0,24
20940,23.213.26.0,24
20940,23.213.27.0,24
20940,23.213.28.0,24
20940,23.213.29.0,24
20940,23.213.30.0,24
20940,23.213.31.0,24
20940,23.213.32.0,24
20940,23.213.33.0,24
20940,23.213.34.0,24
20940,23.213.35.0,24
20940,23.213.40.0,24
20940,23.213.41.0,24
20940,23.213.42.0,24
20940,23.213.43.0,24
20940,23.213.52.0,24
20940,23.213.53.0,24
20940,23.213.54.0,23
20940,23.213.60.0,24
20940,23.213.61.0,24
20940,23.213.62.0,24
20940,23.213.128.0,24
20940,23.213.130.0,24
20940,23.213.131.0,24
20940,23.213.134.0,24
20940,23.213.135.0,24
20940,23.213.139.0,24
20940,23.213.158.0,24
20940,23.213.159.0,24
20940,23.213.160.0,24
20940,23.213.161.0,24
20940,23.213.175.0,24
20940,23.213.176.0,23
20940,23.213.178.0,24
20940,23.213.179.0,24
20940,23.213.184.0,24
20940,23.213.185.0,24
20940,23.213.194.0,23
20940,23.213.196.0,22
20940,23.213.201.0,24
20940,23.213.202.0,24
20940,23.213.203.0,24
20940,23.213.204.0,24
20940,23.213.205.0,24
20940,23.213.228.0,24
20940,23.213.229.0,24
20940,23.213.230.0,24
20940,23.213.232.0,24
20940,23.213.235.0,24
20940,23.213.236.0,22
20940,23.213.240.0,23
20940,23.213.242.0,24
20940,23.213.243.0,24
20940,23.213.244.0,24
20940,23.213.245.0,24
20940,23.213.246.0,24
20940,23.213.247.0,24
20940,23.214.84.0,24
20940,23.214.85.0,24
20940,23.214.87.0,24
20940,23.214.88.0,24
20940,23.214.90.0,24
20940,23.214.92.0,24
20940,23.214.93.0,24
20940,23.214.94.0,24
20940,23.214.95.0,24
20940,23.214.97.0,24
20940,23.214.108.0,22
20940,23.214.112.0,24
20940,23.214.115.0,24
20940,23.214.168.0,24
20940,23.214.170.0,24
20940,23.214.171.0,24
20940,23.214.198.0,24
20940,23.214.199.0,24
20940,23.215.0.0,24
20940,23.215.4.0,24
20940,23.215.5.0,24
20940,23.215.6.0,24
20940,23.215.7.0,24
20940,23.215.8.0,24
20940,23.215.9.0,24
20940,23.215.10.0,24
20940,23.215.11.0,24
20940,23.215.12.0,24
20940,23.215.15.0,24
20940,23.215.28.0,23
20940,23.215.31.0,24
20940,23.215.33.0,24
20940,23.215.34.0,24
20940,23.215.36.0,24
20940,23.215.44.0,23
20940,23.215.46.0,23
20940,23.215.48.0,24
20940,23.215.49.0,24
20940,23.215.50.0,24
20940,23.215.51.0,24
20940,23.215.53.0,24
20940,23.215.54.0,24
20940,23.215.96.0,24
20940,23.215.98.0,23
20940,23.215.100.0,23
20940,23.215.102.0,23
20940,23.215.104.0,23
20940,23.215.112.0,22
20940,23.215.116.0,24
20940,23.215.117.0,24
20940,23.215.118.0,23
20940,23.215.130.0,23
20940,23.215.132.0,23
20940,23.215.176.0,24
20940,23.215.184.0,23
20940,23.215.186.0,24
20940,23.215.187.0,24
20940,23.215.222.0,24
20940,23.215.223.0,24
20940,23.216.1.0,24
20940,23.216.2.0,23
20940,23.216.4.0,24
20940,23.216.7.0,24
20940,23.216.9.0,24
20940,23.216.10.0,23
20940,23.216.12.0,24
20940,23.216.13.0,24
20940,23.216.54.0,24
20940,23.216.55.0,24
20940,23.216.62.0,24
20940,23.216.65.0,24
20940,23.216.66.0,23
20940,23.216.76.0,24
20940,23.216.77.0,24
20940,23.216.78.0,24
20940,23.216.79.0,24
20940,23.216.132.0,24
20940,23.216.133.0,24
20940,23.216.134.0,23
20940,23.216.140.0,22
20940,23.216.145.0,24
20940,23.216.146.0,24
20940,23.216.147.0,24
20940,23.216.148.0,24
20940,23.216.149.0,24
20940,23.216.152.0,24
20940,23.216.153.0,24
20940,23.216.154.0,23
20940,23.216.159.0,24
20940,23.217.8.0,24
20940,23.217.9.0,24
20940,23.217.11.0,24
20940,23.217.52.0,24
20940,23.217.53.0,24
20940,23.217.54.0,24
20940,23.217.59.0,24
20940,23.217.64.0,19
20940,23.217.96.0,24
20940,23.217.99.0,24
20940,23.217.100.0,24
20940,23.217.101.0,24
20940,23.217.104.0,24
20940,23.217.106.0,24
20940,23.217.108.0,24
20940,23.217.109.0,24
20940,23.217.110.0,23
20940,23.217.116.0,24
20940,23.217.118.0,24
20940,23.217.119.0,24
20940,23.217.120.0,22
20940,23.217.128.0,24
20940,23.217.129.0,24
20940,23.217.137.0,24
20940,23.217.138.0,24
20940,23.217.140.0,24
20940,23.217.188.0,22
20940,23.217.192.0,22
20940,23.217.200.0,24
20940,23.217.201.0,24
20940,23.217.208.0,24
20940,23.217.210.0,24
20940,23.217.212.0,24
20940,23.217.218.0,24
20940,23.217.220.0,24
20940,23.218.42.0,24
20940,23.218.43.0,24
20940,23.218.80.0,24
20940,23.218.81.0,24
20940,23.218.92.0,24
20940,23.218.93.0,24
20940,23.218.95.0,24
20940,23.218.107.0,24
20940,23.218.150.0,23
20940,23.218.158.0,24
20940,23.218.159.0,24
20940,23.218.213.0,24
20940,23.218.214.0,23
20940,23.218.216.0,24
20940,23.218.217.0,24
20940,23.218.218.0,24
20940,23.218.219.0,24
20940,23.218.220.0,24
20940,23.218.221.0,24
20940,23.218.222.0,24
20940,23.218.223.0,24
20940,23.218.224.0,24
20940,23.218.225.0,24
20940,23.218.232.0,24
20940,23.218.233.0,24
20940,23.218.238.0,24
20940,23.218.239.0,24
20940,23.218.242.0,24
20940,23.218.243.0,24
20940,23.218.248.0,24
20940,23.218.249.0,24
20940,23.218.250.0,24
20940,23.218.251.0,24
20940,23.218.252.0,24
20940,23.218.253.0,24
20940,23.218.254.0,24
20940,23.218.255.0,24
20940,23.219.0.0,24
20940,23.219.1.0,24
20940,23.219.2.0,24
20940,23.219.3.0,24
20940,23.219.38.0,24
20940,23.219.39.0,24
20940,23.219.64.0,24
20940,23.219.65.0,24
20940,23.219.66.0,24
20940,23.219.67.0,24
20940,23.219.72.0,22
20940,23.219.76.0,24
20940,23.219.77.0,24
20940,23.219.78.0,24
20940,23.219.79.0,24
20940,23.219.80.0,24
20940,23.219.81.0,24
20940,23.219.82.0,24
20940,23.219.86.0,24
20940,23.219.87.0,24
20940,23.219.88.0,24
20940,23.219.92.0,23
20940,23.219.120.0,23
20940,23.219.123.0,24
20940,23.219.130.0,24
20940,23.219.152.0,24
20940,23.219.153.0,24
20940,23.219.154.0,24
20940,23.219.155.0,24
20940,23.219.156.0,24
20940,23.219.157.0,24
20940,23.219.159.0,24
20940,23.219.161.0,24
20940,23.219.162.0,23
20940,23.219.168.0,23
20940,23.219.170.0,24
20940,23.219.171.0,24
20940,23.219.172.0,24
20940,23.219.178.0,23
20940,23.219.180.0,23
20940,23.219.182.0,24
20940,23.219.206.0,24
20940,23.219.207.0,24
20940,23.219.212.0,23
20940,23.219.214.0,23
20940,23.219.220.0,22
20940,23.220.0.0,19
20940,23.220.68.0,24
20940,23.220.69.0,24
20940,23.220.70.0,24
20940,23.220.72.0,24
20940,23.220.73.0,24
20940,23.220.74.0,24
20940,23.220.75.0,24
20940,23.220.77.0,24
20940,23.220.78.0,23
20940,23.220.84.0,24
20940,23.220.85.0,24
20940,23.220.86.0,23
20940,23.220.96.0,24
20940,23.220.97.0,24
20940,23.220.98.0,23
20940,23.220.102.0,24
20940,23.220.103.0,24
20940,23.220.104.0,24
20940,23.220.105.0,24
20940,23.220.106.0,24
20940,23.220.107.0,24
20940,23.220.144.0,24
20940,23.220.148.0,24
20940,23.220.161.0,24
20940,23.220.162.0,24
20940,23.220.163.0,24
20940,23.220.164.0,24
20940,23.220.165.0,24
20940,23.220.166.0,24
20940,23.220.179.0,24
20940,23.220.180.0,22
20940,23.220.192.0,22
20940,23.220.202.0,24
20940,23.220.203.0,24
20940,23.220.206.0,24
20940,23.220.207.0,24
20940,23.220.244.0,24
20940,23.220.245.0,24
20940,23.220.246.0,24
20940,23.220.247.0,24
20940,23.220.248.0,24
20940,23.220.249.0,24
20940,23.220.250.0,24
20940,23.220.251.0,24
20940,23.220.253.0,24
20940,23.220.254.0,24
20940,23.220.255.0,24
20940,23.221.22.0,24
20940,23.221.23.0,24
20940,23.221.24.0,24
20940,23.221.25.0,24
20940,23.221.40.0,24
20940,23.221.42.0,24
20940,23.221.43.0,24
20940,23.221.48.0,24
20940,23.221.49.0,24
20940,23.221.51.0,24
20940,23.221.64.0,23
20940,23.221.67.0,24
20940,23.221.72.0,22
20940,23.221.204.0,22
20940,23.221.209.0,24
20940,23.221.212.0,24
20940,23.221.213.0,24
20940,23.221.214.0,24
20940,23.221.215.0,24
20940,23.221.216.0,22
20940,23.221.220.0,24
20940,23.221.222.0,24
20940,23.221.223.0,24
20940,23.221.224.0,23
20940,23.221.226.0,24
20940,23.221.227.0,24
20940,23.221.234.0,23
20940,23.221.239.0,24
20940,23.222.0.0,24
20940,23.222.1.0,24
20940,23.222.2.0,24
20940,23.222.3.0,24
20940,23.222.4.0,24
20940,23.222.5.0,24
20940,23.222.6.0,24
20940,23.222.7.0,24
20940,23.222.12.0,24
20940,23.222.13.0,24
20940,23.222.15.0,24
20940,23.222.16.0,24
20940,23.222.24.0,23
20940,23.222.27.0,24
20940,23.222.28.0,23
20940,23.222.76.0,24
20940,23.222.77.0,24
20940,23.222.78.0,24
20940,23.222.79.0,24
20940,23.222.228.0,24
20940,23.222.229.0,24
20940,23.222.230.0,23
20940,23.222.232.0,22
20940,23.222.236.0,24
20940,23.222.237.0,24
20940,23.222.238.0,24
20940,23.222.239.0,24
20940,23.222.240.0,24
20940,23.222.241.0,24
20940,23.222.242.0,24
20940,23.222.251.0,24
20940,23.223.16.0,24
20940,23.223.17.0,24
20940,23.223.18.0,24
20940,23.223.20.0,24
20940,23.223.27.0,24
20940,23.223.28.0,24
20940,23.223.29.0,24
20940,23.223.30.0,24
20940,23.223.31.0,24
20940,23.223.33.0,24
20940,23.223.35.0,24
20940,23.223.41.0,24
20940,23.223.42.0,24
20940,23.223.43.0,24
20940,23.223.44.0,24
20940,23.223.45.0,24
20940,23.223.46.0,23
20940,23.223.52.0,22
20940,23.223.58.0,23
20940,23.223.60.0,24
20940,23.223.61.0,24
20940,23.223.62.0,24
20940,23.223.63.0,24
20940,23.223.116.0,23
20940,23.223.144.0,22
20940,23.223.148.0,24
20940,23.223.149.0,24
20940,23.223.151.0,24
20940,23.223.156.0,23
20940,23.223.158.0,23
20940,23.223.192.0,23
20940,23.223.195.0,24
20940,23.223.196.0,23
20940,23.223.198.0,24
20940,23.223.199.0,24
20940,23.223.200.0,23
20940,23.223.203.0,24
20940,23.223.208.0,24
20940,23.223.209.0,24
20940,23.223.210.0,24
20940,23.223.211.0,24
20940,23.223.240.0,24
20940,23.223.241.0,24
20940,23.223.242.0,24
20940,23.223.245.0,24
20940,23.223.246.0,24
20940,23.223.247.0,24
20940,43.249.213.0,24
20940,43.254.120.0,22
20940,49.231.112.0,24
20940,49.231.116.0,23
20940,59.151.128.0,18
20940,60.254.128.0,18
20940,60.254.143.0,24
20940,60.254.148.0,24
20940,60.254.173.0,24
20940,61.19.12.0,24
20940,61.213.168.0,24
20940,61.213.189.0,24
20940,63.141.196.0,25
20940,63.233.112.0,24
20940,63.233.126.0,24
20940,63.235.20.0,23
20940,63.243.228.0,24
20940,63.243.230.0,24
20940,64.124.167.0,24
20940,65.158.184.0,24
20940,66.198.8.0,24
20940,67.220.142.0,23
20940,69.22.150.0,23
20940,69.31.74.0,23
20940,69.31.112.0,23
20940,69.31.118.0,24
20940,69.31.119.0,25
20940,69.31.121.0,25
20940,69.31.122.0,24
20940,69.192.0.0,16
20940,69.192.0.0,24
20940,69.192.1.0,24
20940,69.192.8.0,21
20940,69.192.139.0,24
20940,69.192.217.0,24
20940,72.246.0.0,15
20940,72.246.16.0,24
20940,72.246.24.0,24
20940,72.246.25.0,24
20940,72.246.40.0,24
20940,72.246.41.0,24
20940,72.246.43.0,24
20940,72.246.47.0,24
20940,72.246.52.0,24
20940,72.246.102.0,24
20940,72.246.103.0,24
20940,72.246.216.0,24
20940,72.246.244.0,24
20940,72.247.37.0,24
20940,72.247.40.0,24
20940,72.247.81.0,24
20940,72.247.124.0,24
20940,72.247.127.0,24
20940,72.247.153.0,24
20940,72.247.154.0,24
20940,72.247.155.0,24
20940,72.247.176.0,24
20940,72.247.182.0,24
20940,72.247.190.0,24
20940,72.247.211.0,24
20940,72.247.223.0,24
20940,72.247.244.0,24
20940,80.67.64.0,19
20940,80.67.68.0,24
20940,80.67.82.0,24
20940,80.67.90.0,24
20940,80.67.91.0,24
20940,84.53.128.0,18
20940,84.53.132.0,23
20940,84.53.138.0,24
20940,84.53.141.0,24
20940,84.53.172.0,24
20940,84.53.175.0,24
20940,84.53.177.0,24
20940,88.221.0.0,16
20940,88.221.0.0,24
20940,88.221.1.0,24
20940,88.221.2.0,24
20940,88.221.24.0,23
20940,88.221.27.0,24
20940,88.221.57.0,24
20940,88.221.72.0,24
20940,88.221.73.0,24
20940,88.221.74.0,24
20940,88.221.75.0,24
20940,88.221.83.0,24
20940,88.221.84.0,24
20940,88.221.87.0,24
20940,88.221.88.0,24
20940,88.221.92.0,24
20940,88.221.104.0,24
20940,88.221.105.0,24
20940,88.221.110.0,24
20940,88.221.111.0,24
20940,88.221.120.0,24
20940,88.221.121.0,24
20940,88.221.122.0,24
20940,88.221.123.0,24
20940,88.221.128.0,24
20940,88.221.129.0,24
20940,88.221.132.0,23
20940,88.221.134.0,23
20940,88.221.144.0,24
20940,88.221.145.0,24
20940,88.221.172.0,23
20940,88.221.174.0,24
20940,88.221.175.0,24
20940,88.221.192.0,22
20940,88.221.196.0,23
20940,88.221.198.0,24
20940,88.221.211.0,24
20940,88.221.213.0,24
20940,88.221.214.0,24
20940,88.221.218.0,24
20940,88.221.221.0,24
20940,88.221.240.0,21
20940,88.221.248.0,22
20940,88.221.254.0,23
20940,92.122.0.0,15
20940,92.122.40.0,22
20940,92.122.48.0,24
20940,92.122.50.0,24
20940,92.122.54.0,24
20940,92.122.92.0,24
20940,92.122.95.0,24
20940,92.122.100.0,24
20940,92.122.101.0,24
20940,92.122.116.0,22
20940,92.122.125.0,24
20940,92.122.127.0,24
20940,92.122.154.0,24
20940,92.122.156.0,24
20940,92.122.157.0,24
20940,92.122.158.0,23
20940,92.122.164.0,24
20940,92.122.165.0,24
20940,92.122.166.0,24
20940,92.122.182.0,23
20940,92.122.186.0,24
20940,92.122.188.0,24
20940,92.122.192.0,23
20940,92.122.201.0,24
20940,92.122.202.0,24
20940,92.122.203.0,24
20940,92.122.210.0,24
20940,92.122.211.0,24
20940,92.122.212.0,22
20940,92.122.218.0,23
20940,92.122.224.0,24
20940,92.122.241.0,24
20940,92.122.244.0,24
20940,92.122.245.0,24
20940,92.123.0.0,24
20940,92.123.1.0,24
20940,92.123.2.0,24
20940,92.123.3.0,24
20940,92.123.8.0,24
20940,92.123.9.0,24
20940,92.123.10.0,24
20940,92.123.11.0,24
20940,92.123.12.0,24
20940,92.123.13.0,24
20940,92.123.24.0,23
20940,92.123.26.0,24
20940,92.123.27.0,24
20940,92.123.68.0,24
20940,92.123.70.0,24
20940,92.123.71.0,24
20940,92.123.74.0,24
20940,92.123.77.0,24
20940,92.123.101.0,24
20940,92.123.102.0,23
20940,92.123.104.0,24
20940,92.123.105.0,24
20940,92.123.107.0,24
20940,92.123.116.0,24
20940,92.123.117.0,24
20940,92.123.118.0,24
20940,92.123.119.0,24
20940,92.123.120.0,24
20940,92.123.121.0,24
20940,92.123.122.0,24
20940,92.123.123.0,24
20940,92.123.128.0,24
20940,92.123.129.0,24
20940,92.123.132.0,24
20940,92.123.133.0,24
20940,92.123.134.0,24
20940,92.123.135.0,24
20940,92.123.140.0,22
20940,92.123.145.0,24
20940,92.123.172.0,22
20940,92.123.180.0,23
20940,92.123.189.0,24
20940,92.123.236.0,22
20940,92.123.237.0,24
20940,92.123.244.0,24
20940,92.123.246.0,24
20940,92.123.247.0,24
20940,92.123.251.0,24
20940,95.100.0.0,15
20940,95.100.32.0,22
20940,95.100.85.0,24
20940,95.100.86.0,24
20940,95.100.87.0,24
20940,95.100.88.0,24
20940,95.100.93.0,24
20940,95.100.94.0,24
20940,95.100.95.0,24
20940,95.100.96.0,23
20940,95.100.98.0,24
20940,95.100.99.0,24
20940,95.100.100.0,24
20940,95.100.104.0,24
20940,95.100.105.0,24
20940,95.100.106.0,24
20940,95.100.107.0,24
20940,95.100.108.0,24
20940,95.100.111.0,24
20940,95.100.132.0,24
20940,95.100.133.0,24
20940,95.100.135.0,24
20940,95.100.144.0,24
20940,95.100.145.0,24
20940,95.100.146.0,24
20940,95.100.154.0,24
20940,95.100.155.0,24
20940,95.100.156.0,24
20940,95.100.158.0,24
20940,95.100.159.0,24
20940,95.100.169.0,24
20940,95.100.170.0,24
20940,95.100.192.0,24
20940,95.100.196.0,22
20940,95.100.200.0,22
20940,95.100.240.0,23
20940,95.100.242.0,24
20940,95.100.252.0,24
20940,95.101.8.0,24
20940,95.101.9.0,24
20940,95.101.10.0,24
20940,95.101.11.0,24
20940,95.101.13.0,24
20940,95.101.20.0,24
20940,95.101.21.0,24
20940,95.101.22.0,24
20940,95.101.23.0,24
20940,95.101.24.0,24
20940,95.101.25.0,24
20940,95.101.27.0,24
20940,95.101.28.0,24
20940,95.101.29.0,24
20940,95.101.33.0,24
20940,95.101.34.0,24
20940,95.101.54.0,24
20940,95.101.55.0,24
20940,95.101.63.0,24
20940,95.101.74.0,24
20940,95.101.75.0,24
20940,95.101.78.0,23
20940,95.101.108.0,24
20940,95.101.109.0,24
20940,95.101.110.0,24
20940,95.101.111.0,24
20940,95.101.119.0,24
20940,95.101.120.0,24
20940,95.101.122.0,23
20940,95.101.128.0,22
20940,95.101.134.0,24
20940,95.101.135.0,24
20940,95.101.142.0,24
20940,95.101.143.0,24
20940,95.101.164.0,22
20940,95.101.168.0,23
20940,95.101.170.0,24
20940,95.101.180.0,23
20940,95.101.228.0,23
20940,95.101.230.0,23
20940,95.101.232.0,24
20940,95.101.233.0,24
20940,95.101.234.0,24
20940,95.101.236.0,24
20940,95.101.237.0,24
20940,95.101.238.0,24
20940,95.101.239.0,24
20940,96.6.0.0,15
20940,96.6.42.0,24
20940,96.6.45.0,24
20940,96.6.104.0,22
20940,96.6.118.0,24
20940,96.6.123.0,24
20940,96.6.124.0,24
20940,96.6.127.0,24
20940,96.6.152.0,22
20940,96.6.156.0,23
20940,96.6.158.0,23
20940,96.6.173.0,24
20940,96.6.174.0,24
20940,96.6.175.0,24
20940,96.7.35.0,24
20940,96.7.38.0,24
20940,96.7.39.0,24
20940,96.7.46.0,23
20940,96.7.56.0,24
20940,96.7.57.0,24
20940,96.7.58.0,23
20940,96.7.68.0,22
20940,96.7.74.0,24
20940,96.7.128.0,24
20940,96.7.129.0,24
20940,96.7.180.0,24
20940,96.7.181.0,24
20940,96.7.208.0,22
20940,96.7.218.0,24
20940,96.7.219.0,24
20940,96.7.224.0,24
20940,96.7.225.0,24
20940,96.7.228.0,24
20940,96.7.229.0,24
20940,96.7.230.0,24
20940,96.7.231.0,24
20940,96.7.241.0,24
20940,96.7.244.0,24
20940,96.7.245.0,24
20940,96.7.246.0,23
20940,96.7.248.0,24
20940,96.7.251.0,24
20940,96.16.0.0,15
20940,96.16.14.0,24
20940,96.16.48.0,24
20940,96.16.49.0,24
20940,96.16.50.0,24
20940,96.16.51.0,24
20940,96.16.52.0,24
20940,96.16.53.0,24
20940,96.16.54.0,24
20940,96.16.55.0,24
20940,96.16.60.0,24
20940,96.16.61.0,24
20940,96.16.63.0,24
20940,96.16.84.0,24
20940,96.16.85.0,24
20940,96.16.86.0,24
20940,96.16.87.0,24
20940,96.16.88.0,24
20940,96.16.97.0,24
20940,96.16.99.0,24
20940,96.16.122.0,24
20940,96.16.123.0,24
20940,96.16.204.0,24
20940,96.16.248.0,24
20940,96.16.249.0,24
20940,96.16.250.0,24
20940,96.16.251.0,24
20940,96.17.4.0,22
20940,96.17.11.0,24
20940,96.17.13.0,24
20940,96.17.54.0,23
20940,96.17.70.0,24
20940,96.17.72.0,24
20940,96.17.96.0,24
20940,96.17.103.0,24
20940,96.17.104.0,24
20940,96.17.105.0,24
20940,96.17.108.0,24
20940,96.17.145.0,24
20940,96.17.149.0,24
20940,96.17.150.0,24
20940,96.17.164.0,24
20940,96.17.165.0,24
20940,96.17.166.0,24
20940,96.17.176.0,24
20940,96.17.178.0,24
20940,96.17.179.0,24
20940,96.17.180.0,24
20940,96.17.181.0,24
20940,96.17.184.0,22
20940,96.17.192.0,24
20940,96.17.193.0,24
20940,96.17.194.0,24
20940,96.17.197.0,24
20940,96.17.205.0,24
20940,96.17.206.0,24
20940,96.17.207.0,24
20940,103.238.148.0,22
20940,104.64.0.0,10
20940,104.69.222.0,24
20940,104.70.112.0,21
20940,104.70.112.0,24
20940,104.70.113.0,24
20940,104.70.114.0,24
20940,104.70.116.0,22
20940,104.70.117.0,24
20940,104.70.118.0,24
20940,104.70.119.0,24
20940,104.70.120.0,23
20940,104.70.122.0,24
20940,104.70.127.0,24
20940,104.70.161.0,24
20940,104.70.163.0,24
20940,104.70.164.0,24
20940,104.70.166.0,24
20940,104.70.168.0,24
20940,104.70.169.0,24
