ASN,prefix,size
199524,92.223.126.0,23
199524,92.223.126.0,24
199524,92.223.127.0,24
199524,93.113.36.0,24
199524,93.113.37.0,24
199524,93.115.241.0,24
199524,93.123.11.0,24
199524,93.123.17.0,24
199524,93.123.38.0,24
199524,93.123.102.0,24
199524,94.156.45.0,24
199524,94.156.93.0,24
199524,94.176.183.0,24
199524,94.177.131.0,24
199524,95.85.64.0,24
199524,95.85.65.0,24
199524,95.85.66.0,24
199524,95.85.68.0,24
199524,95.85.69.0,24
199524,95.85.70.0,24
199524,95.85.74.0,24
199524,95.85.92.0,24
199524,95.85.94.0,24
199524,95.85.95.0,24
199524,103.22.193.0,24
199524,103.22.194.0,24
199524,103.22.195.0,24
199524,103.178.28.0,24
199524,103.215.217.0,24
199524,109.205.8.0,21
199524,139.28.7.0,24
199524,146.185.216.0,24
199524,146.185.220.0,23
199524,146.185.220.0,24
199524,146.185.249.0,24
199524,150.107.125.0,24
199524,150.107.126.0,24
199524,176.119.203.0,24
199524,185.12.212.0,24
199524,185.12.214.0,24
199524,185.12.240.0,24
199524,185.12.241.0,24
199524,185.12.242.0,24
199524,185.12.243.0,24
199524,185.14.47.0,24
199524,185.67.125.0,24
199524,185.67.127.0,24
199524,185.101.136.0,24
199524,185.101.138.0,24
199524,185.105.1.0,24
199524,185.105.2.0,24
199524,185.136.61.0,24
199524,185.145.113.0,24
199524,185.163.0.0,24
199524,185.163.3.0,24
199524,185.188.144.0,24
199524,185.188.145.0,24
199524,185.188.146.0,24
199524,185.244.208.0,24
199524,185.244.209.0,24
199524,185.244.211.0,24
199524,185.249.132.0,24
199524,185.249.133.0,24
199524,185.249.134.0,24
199524,185.249.135.0,24
199524,192.108.254.0,24
199524,192.108.255.0,24
199524,193.36.180.0,24
199524,193.57.88.0,24
199524,193.57.89.0,24
199524,193.169.238.0,24
199524,193.169.239.0,24
199524,193.169.250.0,24
199524,193.169.251.0,24
199524,193.242.96.0,24
199524,194.99.79.0,24
199524,194.99.80.0,24
199524,202.78.161.0,24
199524,202.78.162.0,24
199524,202.78.163.0,24
199524,202.78.165.0,24
199524,202.78.166.0,24
199524,202.78.171.0,24
199524,202.78.174.0,24
199524,213.156.138.0,24
199524,213.156.140.0,24
199524,213.156.144.0,24
199524,213.156.149.0,24
199524,213.156.151.0,24
199524,213.156.152.0,24
199524,213.156.154.0,24
199524,213.156.156.0,24
199524,213.156.159.0,24
199524,217.195.194.0,24
199524,217.195.200.0,24
199524,217.195.201.0,24
212795,45.155.128.0,24
212795,45.155.129.0,24
212795,45.155.130.0,24
212795,45.155.131.0,24
212795,158.220.128.0,24
212795,158.220.129.0,24
212795,158.220.130.0,24
212795,158.220.131.0,24
212795,158.220.132.0,24
212795,158.220.133.0,24
212795,158.220.134.0,24
212795,158.220.135.0,24
212795,158.220.136.0,24
212795,158.220.137.0,24
212795,158.220.138.0,24
212795,158.220.139.0,24
212795,158.220.140.0,24
212795,158.220.141.0,24
212795,158.220.142.0,24
212795,158.220.143.0,24
212795,158.220.144.0,24
212795,158.220.145.0,24
212795,158.220.146.0,24
212795,158.220.147.0,24
212795,158.220.148.0,24
212795,158.220.149.0,24
212795,158.220.150.0,24
212795,158.220.151.0,24
212795,158.220.152.0,24
212795,158.220.153.0,24
212795,158.220.154.0,24
212795,158.220.155.0,24
212795,158.220.156.0,24
212795,158.220.157.0,24
212795,158.220.158.0,24
212795,158.220.159.0,24
212795,161.51.128.0,22
212795,193.162.137.0,24
51559,31.192.208.0,24
51559,31.192.209.0,24
51559,31.192.210.0,24
51559,31.192.213.0,24
51559,31.192.215.0,24
51559,88.214.43.0,24
51559,89.43.28.0,24
51559,89.43.29.0,24
51559,89.43.30.0,24
51559,89.43.31.0,24
51559,89.43.64.0,24
51559,89.43.65.0,24
51559,89.43.66.0,24
51559,89.43.67.0,24
51559,89.252.128.0,24
51559,89.252.129.0,24
51559,89.252.130.0,24
51559,89.252.131.0,24
51559,89.252.135.0,24
51559,89.252.136.0,24
51559,89.252.139.0,24
51559,89.252.140.0,24
51559,89.252.143.0,24
51559,89.252.145.0,24
51559,89.252.146.0,24
51559,89.252.148.0,24
51559,89.252.150.0,24
51559,89.252.158.0,24
51559,89.252.160.0,24
51559,89.252.161.0,24
51559,89.252.162.0,24
51559,89.252.163.0,24
51559,89.252.164.0,24
51559,89.252.165.0,24
51559,89.252.166.0,24
51559,89.252.167.0,24
51559,89.252.168.0,24
51559,89.252.169.0,24
51559,89.252.171.0,24
51559,89.252.172.0,24
51559,89.252.173.0,24
51559,89.252.174.0,24
51559,89.252.175.0,24
51559,89.252.176.0,24
51559,89.252.177.0,24
51559,91.227.4.0,24
51559,91.227.5.0,24
51559,91.227.6.0,24
51559,91.229.35.0,24
51559,91.229.44.0,24
51559,91.229.45.0,24
51559,93.113.60.0,24
51559,93.113.61.0,24
51559,93.113.62.0,24
51559,93.113.63.0,24
51559,93.115.76.0,24
51559,93.115.77.0,24
51559,93.115.78.0,24
51559,93.115.79.0,24
51559,94.102.0.0,24
51559,94.102.1.0,24
51559,94.102.2.0,24
51559,94.102.3.0,24
51559,94.102.4.0,24
51559,94.102.5.0,24
51559,94.102.6.0,24
51559,94.102.7.0,24
51559,94.102.8.0,24
51559,94.102.9.0,24
51559,94.102.11.0,24
51559,94.102.13.0,24
51559,94.102.14.0,24
51559,94.102.15.0,24
51559,95.173.160.0,24
51559,95.173.161.0,24
51559,95.173.162.0,24
51559,95.173.163.0,24
51559,95.173.164.0,24
51559,95.173.165.0,24
51559,95.173.166.0,24
51559,95.173.167.0,24
51559,95.173.168.0,24
51559,95.173.169.0,24
51559,95.173.170.0,24
51559,95.173.171.0,24
51559,95.173.172.0,24
51559,95.173.177.0,24
51559,95.173.178.0,24
51559,95.173.179.0,24
51559,95.173.180.0,24
51559,95.173.181.0,24
51559,95.173.183.0,24
51559,95.173.184.0,24
51559,95.173.185.0,24
51559,95.173.186.0,24
51559,95.173.187.0,24
51559,95.173.188.0,24
51559,95.173.189.0,24
51559,95.173.190.0,24
51559,95.173.191.0,24
51559,159.253.32.0,24
51559,159.253.33.0,24
51559,159.253.34.0,24
51559,159.253.35.0,24
51559,159.253.36.0,24
51559,159.253.38.0,24
51559,159.253.39.0,24
51559,159.253.40.0,24
51559,159.253.41.0,24
51559,159.253.42.0,24
51559,159.253.43.0,24
51559,159.253.44.0,24
51559,159.253.45.0,24
51559,159.253.46.0,24
51559,159.253.47.0,24
51559,185.83.144.0,24
51559,185.83.145.0,24
51559,185.83.146.0,24
51559,185.83.147.0,24
51559,185.95.84.0,24
51559,185.95.85.0,24
51559,185.95.86.0,24
51559,185.95.87.0,24
51559,185.160.28.0,24
51559,185.174.28.0,24
51559,185.174.29.0,24
51559,185.174.30.0,24
51559,212.22.69.0,24
21245,31.3.0.0,24
21245,31.3.2.0,24
21245,31.3.3.0,24
21245,31.3.4.0,24
21245,31.3.5.0,24
21245,31.3.7.0,24
21245,80.91.216.0,24
21245,85.111.14.0,24
21245,91.208.32.0,24
21245,146.19.176.0,24
21245,185.21.180.0,24
21245,185.21.181.0,24
21245,185.21.182.0,24
21245,185.21.183.0,24
21245,185.22.160.0,24
21245,185.22.161.0,24
21245,185.22.162.0,24
21245,185.22.163.0,24
21245,185.87.172.0,24
21245,185.87.174.0,24
21245,185.87.175.0,24
21245,185.155.102.0,24
21245,185.230.16.0,24
21245,185.230.17.0,24
21245,185.230.19.0,24
21245,185.235.10.0,24
21245,185.241.63.0,24
42,45.112.182.0,24
42,63.246.32.0,24
42,63.246.34.0,24
42,63.246.35.0,24
42,63.246.36.0,24
42,63.246.38.0,24
42,63.246.39.0,24
42,63.246.40.0,24
42,63.246.41.0,24
42,63.246.42.0,24
42,63.246.43.0,24
42,63.246.44.0,24
42,63.246.47.0,24
42,64.78.200.0,21
42,64.78.200.0,24
42,64.78.201.0,24
42,66.96.112.0,24
42,66.96.113.0,24
42,66.96.114.0,24
42,66.96.117.0,24
42,66.96.118.0,24
42,66.96.119.0,24
42,66.96.120.0,24
42,66.96.121.0,24
42,66.96.124.0,24
42,66.96.125.0,24
42,66.96.126.0,24
42,66.102.32.0,24
42,66.102.33.0,24
42,66.102.34.0,24
42,66.102.37.0,24
42,66.102.38.0,24
42,66.102.39.0,24
42,66.102.40.0,24
42,66.102.41.0,24
42,66.102.42.0,24
42,66.102.43.0,24
42,66.102.44.0,24
42,66.102.45.0,24
42,66.185.112.0,24
42,66.185.113.0,24
42,66.185.114.0,24
42,66.185.115.0,24
42,66.185.116.0,24
42,66.185.117.0,24
42,66.185.118.0,24
42,66.185.119.0,24
42,66.185.120.0,24
42,66.185.121.0,24
42,66.185.122.0,24
42,66.185.123.0,24
42,66.185.124.0,24
42,66.185.125.0,24
42,66.185.126.0,24
42,66.185.127.0,24
42,67.21.37.0,24
42,67.22.112.0,21
42,68.65.112.0,21
42,68.65.126.0,23
42,70.40.0.0,21
42,70.40.0.0,24
42,70.40.1.0,24
42,70.40.2.0,24
42,70.40.3.0,24
42,70.40.4.0,24
42,70.40.5.0,24
42,70.40.6.0,24
42,70.40.7.0,24
42,70.40.8.0,21
42,70.40.8.0,24
42,70.40.9.0,24
42,70.40.10.0,24
42,70.40.11.0,24
42,70.40.12.0,24
42,70.40.13.0,24
42,70.40.14.0,24
42,70.40.15.0,24
42,72.0.48.0,24
42,72.0.49.0,24
42,72.0.50.0,24
42,72.0.51.0,24
42,72.0.52.0,24
42,72.0.53.0,24
42,72.0.54.0,24
42,72.0.55.0,24
42,72.0.56.0,24
42,72.0.57.0,24
42,72.0.58.0,24
42,72.0.59.0,24
42,72.0.60.0,24
42,72.0.61.0,24
42,72.0.62.0,24
42,72.0.63.0,24
42,74.63.16.0,24
42,74.63.17.0,24
42,74.63.18.0,24
42,74.63.19.0,24
42,74.63.20.0,24
42,74.63.21.0,24
42,74.63.22.0,24
42,74.63.23.0,24
42,74.63.24.0,24
42,74.63.25.0,24
42,74.63.26.0,24
42,74.63.27.0,24
42,74.63.28.0,24
42,74.63.29.0,24
42,74.63.30.0,24
42,74.63.31.0,24
42,74.80.67.0,24
42,74.80.69.0,24
42,74.80.71.0,24
42,74.80.72.0,24
42,74.80.73.0,24
42,74.80.74.0,24
42,74.80.75.0,24
42,74.80.80.0,24
42,74.80.82.0,24
42,74.80.83.0,24
42,74.80.84.0,24
42,74.80.85.0,24
42,74.80.88.0,24
42,74.80.89.0,24
42,74.80.93.0,24
42,74.80.94.0,24
42,74.80.95.0,24
42,74.80.97.0,24
42,74.80.98.0,24
42,74.80.100.0,24
42,74.80.101.0,24
42,74.80.103.0,24
42,74.80.107.0,24
42,74.80.108.0,24
42,74.80.109.0,24
42,74.80.110.0,24
42,74.80.111.0,24
42,74.80.112.0,24
42,74.80.113.0,24
42,74.80.114.0,24
42,74.80.115.0,24
42,74.80.116.0,24
42,74.80.119.0,24
42,74.80.120.0,24
42,74.80.123.0,24
42,74.80.125.0,24
42,74.80.127.0,24
42,114.69.222.0,24
42,160.0.64.0,24
42,160.0.65.0,24
42,160.0.97.0,24
42,170.210.180.0,24
42,189.201.244.0,23
42,194.0.17.0,24
42,194.0.27.0,24
42,194.0.36.0,24
42,194.0.42.0,24
42,194.0.47.0,24
42,194.117.58.0,24
42,198.182.167.0,24
42,199.4.137.0,24
42,199.184.182.0,24
42,199.184.183.0,24
42,199.254.171.0,24
42,200.108.148.0,24
42,204.14.112.0,21
42,204.19.119.0,24
42,204.26.57.0,24
42,204.61.216.0,23
42,205.132.46.0,23
42,205.132.46.0,24
42,205.132.47.0,24
42,206.51.254.0,24
42,206.51.255.0,24
42,206.108.113.0,24
42,206.223.122.0,24
42,207.34.6.0,24
42,207.34.7.0,24
42,208.67.88.0,22
43391,77.223.128.0,20
43391,77.223.132.0,24
43391,77.223.134.0,24
43391,77.223.135.0,24
43391,77.223.136.0,24
43391,77.223.137.0,24
43391,77.223.142.0,24
43391,77.223.146.0,23
43391,77.223.148.0,24
43391,77.223.152.0,24
43391,77.223.153.0,24
43391,77.223.156.0,24
43391,77.223.158.0,24
43391,78.40.224.0,21
43391,91.191.160.0,21
43391,91.191.168.0,21
43391,91.191.170.0,24
43391,91.191.175.0,24
43391,92.45.72.0,24
43391,93.187.200.0,21
43391,93.187.204.0,24
43391,93.187.205.0,24
43391,93.187.206.0,24
43391,93.187.207.0,24
43391,185.80.72.0,24
43391,185.131.208.0,22
43391,185.185.233.0,24
43391,195.244.32.0,19
43391,195.244.32.0,24
43391,195.244.33.0,24
43391,195.244.34.0,24
43391,195.244.35.0,24
43391,195.244.36.0,24
43391,195.244.37.0,24
43391,195.244.38.0,24
43391,195.244.39.0,24
43391,195.244.40.0,24
43391,195.244.41.0,24
43391,195.244.42.0,24
43391,195.244.44.0,24
43391,195.244.54.0,24
43391,195.244.55.0,24
43391,195.244.57.0,24
43391,195.244.58.0,24
43391,195.244.59.0,24
43391,195.244.60.0,24
43391,195.244.61.0,24
43391,195.244.62.0,24
43391,195.244.63.0,24
43391,212.252.24.0,24
43391,212.252.25.0,24
43391,212.252.26.0,24
43391,212.252.27.0,24
43391,212.252.45.0,24
43391,212.252.46.0,24
43391,213.74.4.0,24
43391,213.238.169.0,24
25091,5.144.32.0,21
25091,46.20.240.0,20
25091,62.106.93.0,24
25091,79.110.235.0,24
25091,85.8.128.0,24
25091,94.100.138.0,23
25091,94.158.28.0,22
25091,160.53.242.0,24
25091,185.185.200.0,22
25091,185.247.76.0,22
25091,185.247.196.0,22
25091,192.162.204.0,23
25091,193.135.156.0,24
25091,213.139.244.0,22
25091,213.139.244.0,24
21859,8.23.192.0,23
21859,23.90.128.0,20
21859,23.90.144.0,20
21859,23.90.160.0,21
21859,23.90.168.0,22
21859,23.90.168.0,23
21859,23.90.170.0,23
21859,23.90.172.0,23
21859,23.90.174.0,23
21859,23.90.176.0,22
21859,23.90.180.0,22
21859,23.90.184.0,23
21859,23.90.186.0,23
21859,23.90.188.0,22
21859,23.91.102.0,23
21859,23.91.104.0,23
21859,23.91.108.0,24
21859,23.236.65.0,24
21859,23.236.70.0,24
21859,23.236.96.0,24
21859,23.236.97.0,24
21859,23.236.98.0,24
21859,23.236.99.0,24
21859,23.236.100.0,23
21859,23.236.101.0,24
21859,23.236.102.0,23
21859,23.236.103.0,24
21859,23.236.104.0,23
21859,23.236.104.0,24
21859,23.236.106.0,24
21859,23.236.107.0,24
21859,23.236.108.0,24
21859,23.236.109.0,24
21859,23.236.110.0,24
21859,23.236.111.0,24
21859,23.236.112.0,20
21859,23.236.112.0,23
21859,23.236.114.0,24
21859,23.236.116.0,24
21859,23.236.118.0,24
21859,23.236.120.0,22
21859,23.236.123.0,24
21859,23.236.124.0,24
21859,23.236.125.0,24
21859,23.236.127.0,24
21859,23.248.160.0,19
21859,23.248.160.0,24
21859,23.248.161.0,24
21859,23.248.164.0,24
21859,23.248.165.0,24
21859,23.248.166.0,23
21859,23.248.168.0,22
21859,23.248.172.0,24
21859,23.248.173.0,24
21859,23.248.176.0,23
21859,23.248.178.0,24
21859,23.248.179.0,24
21859,23.248.180.0,24
21859,23.248.181.0,24
21859,23.248.182.0,24
21859,23.248.183.0,24
21859,23.248.186.0,23
21859,23.248.189.0,24
21859,23.248.190.0,23
21859,23.251.35.0,24
21859,23.251.36.0,24
21859,23.251.37.0,24
21859,23.251.38.0,24
21859,23.251.44.0,24
21859,23.251.45.0,24
21859,23.251.46.0,24
21859,23.251.47.0,24
21859,23.251.48.0,20
21859,23.251.96.0,19
21859,23.251.96.0,24
21859,23.251.97.0,24
21859,23.251.98.0,23
21859,23.251.100.0,23
21859,23.251.102.0,24
21859,23.251.103.0,24
21859,23.251.104.0,23
21859,23.251.106.0,23
21859,23.251.108.0,22
21859,23.251.112.0,24
21859,23.251.113.0,24
21859,23.251.114.0,24
21859,23.251.115.0,24
21859,23.251.116.0,23
21859,23.251.118.0,23
21859,23.251.120.0,24
21859,23.251.121.0,24
21859,23.251.122.0,24
21859,23.251.123.0,24
21859,23.251.124.0,22
21859,23.251.124.0,24
21859,23.251.125.0,24
21859,31.216.56.0,24
21859,36.255.193.0,24
21859,36.255.195.0,24
21859,37.230.49.0,24
21859,37.230.51.0,24
21859,37.230.60.0,24
21859,37.230.63.0,24
21859,38.86.195.0,24
21859,38.165.3.0,24
21859,38.165.4.0,24
21859,38.165.5.0,24
21859,38.165.6.0,24
21859,43.152.178.0,24
21859,43.224.150.0,24
21859,43.243.195.0,24
21859,43.249.10.0,24
21859,43.249.11.0,24
21859,43.250.172.0,24
21859,43.250.173.0,24
21859,43.250.175.0,24
21859,43.251.116.0,24
21859,43.251.117.0,24
21859,45.8.33.0,24
21859,45.10.69.0,24
21859,45.10.70.0,23
21859,45.40.48.0,22
21859,45.40.52.0,22
21859,45.40.55.0,24
21859,45.40.58.0,24
21859,45.40.59.0,24
21859,45.40.60.0,22
21859,45.43.32.0,22
21859,45.43.38.0,23
21859,45.43.40.0,23
21859,45.43.42.0,24
21859,45.43.43.0,24
21859,45.43.44.0,23
21859,45.43.46.0,23
21859,45.43.48.0,23
21859,45.43.50.0,24
21859,45.43.51.0,24
21859,45.43.59.0,24
21859,45.81.58.0,24
21859,45.81.129.0,24
21859,45.81.130.0,23
21859,45.85.15.0,24
21859,45.87.162.0,24
21859,45.119.5.0,24
21859,45.124.252.0,22
21859,45.124.254.0,24
21859,45.124.255.0,24
21859,45.128.144.0,24
21859,45.128.145.0,24
21859,45.131.176.0,24
21859,45.131.177.0,24
21859,45.132.236.0,24
21859,45.132.237.0,24
21859,45.133.104.0,23
21859,45.133.236.0,24
21859,45.133.237.0,24
21859,45.134.80.0,24
21859,45.134.81.0,24
21859,45.137.8.0,24
21859,45.137.9.0,24
21859,45.149.36.0,24
21859,45.155.158.0,24
21859,45.155.252.0,24
21859,45.196.29.0,24
21859,45.196.136.0,23
21859,45.196.138.0,23
21859,45.199.183.0,24
21859,45.199.185.0,24
21859,45.199.186.0,24
21859,45.204.77.0,24
21859,45.204.78.0,24
21859,45.207.168.0,24
21859,45.207.172.0,22
21859,45.221.100.0,22
21859,45.248.53.0,24
21859,45.251.136.0,24
21859,45.251.137.0,24
21859,45.251.138.0,24
21859,45.251.139.0,24
21859,45.252.8.0,24
21859,46.102.232.0,24
21859,46.183.25.0,24
21859,46.183.27.0,24
21859,49.128.209.0,24
21859,49.128.212.0,24
21859,50.114.13.0,24
21859,50.114.52.0,24
21859,50.114.54.0,24
21859,50.114.60.0,24
21859,50.114.73.0,24
21859,50.114.196.0,24
21859,50.114.197.0,24
21859,50.114.199.0,24
21859,50.114.200.0,24
21859,50.114.201.0,24
21859,50.114.248.0,24
21859,50.114.249.0,24
21859,50.114.250.0,24
21859,50.114.251.0,24
21859,58.68.168.0,21
21859,58.68.176.0,20
21859,58.68.192.0,21
21859,58.69.38.0,24
21859,61.91.194.0,24
21859,62.3.54.0,24
21859,64.72.226.0,24
21859,64.253.92.0,24
21859,65.255.32.0,20
21859,65.255.32.0,24
21859,65.255.34.0,24
21859,65.255.37.0,24
21859,65.255.40.0,24
21859,65.255.42.0,24
21859,65.255.44.0,24
21859,65.255.45.0,24
21859,65.255.46.0,24
21859,65.255.47.0,24
21859,69.28.48.0,20
21859,69.28.48.0,24
21859,69.28.53.0,24
21859,69.28.55.0,24
21859,69.28.59.0,24
21859,69.28.63.0,24
21859,69.165.64.0,24
21859,69.165.65.0,24
21859,69.165.66.0,24
21859,77.83.107.0,24
21859,80.246.227.0,24
21859,81.199.26.0,24
21859,82.152.176.0,23
21859,82.153.228.0,23
21859,84.32.39.0,24
21859,84.32.66.0,24
21859,85.158.58.0,24
21859,85.237.209.0,24
21859,85.237.211.0,24
21859,85.237.222.0,24
21859,87.121.60.0,24
21859,87.121.61.0,24
21859,87.121.62.0,24
21859,87.121.63.0,24
21859,87.121.114.0,24
21859,87.121.115.0,24
21859,88.216.197.0,24
21859,89.213.174.0,24
21859,89.249.200.0,24
21859,91.208.245.0,24
21859,91.208.246.0,24
21859,93.123.75.0,24
21859,93.123.80.0,24
21859,93.123.119.0,24
21859,94.154.120.0,24
21859,98.96.192.0,22
21859,98.96.193.0,24
21859,98.96.196.0,23
21859,98.96.198.0,23
21859,98.96.200.0,23
21859,98.96.202.0,23
21859,98.96.204.0,22
21859,98.96.208.0,23
21859,98.96.210.0,23
21859,98.96.212.0,22
21859,98.96.216.0,23
21859,98.96.218.0,24
21859,98.96.219.0,24
21859,98.96.220.0,24
21859,98.96.222.0,23
21859,98.96.224.0,22
21859,98.96.228.0,22
21859,98.96.234.0,23
21859,98.96.234.0,24
21859,98.96.235.0,24
21859,98.96.236.0,22
21859,98.96.240.0,22
21859,98.96.244.0,23
21859,98.96.246.0,23
21859,98.96.251.0,24
21859,98.96.252.0,22
21859,98.98.0.0,23
21859,98.98.2.0,23
21859,98.98.4.0,23
21859,98.98.6.0,23
21859,98.98.9.0,24
21859,98.98.10.0,23
21859,98.98.12.0,22
21859,98.98.16.0,23
21859,98.98.18.0,23
21859,98.98.21.0,24
21859,98.98.22.0,23
21859,98.98.24.0,23
21859,98.98.26.0,24
21859,98.98.27.0,24
21859,98.98.28.0,24
21859,98.98.30.0,23
21859,98.98.36.0,24
21859,98.98.37.0,24
21859,98.98.38.0,23
21859,98.98.40.0,22
21859,98.98.44.0,23
21859,98.98.46.0,23
21859,98.98.48.0,22
21859,98.98.52.0,23
21859,98.98.54.0,24
21859,98.98.55.0,24
21859,98.98.56.0,22
21859,98.98.60.0,24
21859,98.98.61.0,24
21859,98.98.62.0,24
21859,98.98.63.0,24
21859,98.98.64.0,23
21859,98.98.66.0,23
21859,98.98.70.0,23
21859,98.98.72.0,23
21859,98.98.75.0,24
21859,98.98.76.0,24
21859,98.98.77.0,24
21859,98.98.78.0,23
21859,98.98.80.0,22
21859,98.98.84.0,23
21859,98.98.84.0,24
21859,98.98.86.0,23
21859,98.98.89.0,24
21859,98.98.90.0,23
21859,98.98.92.0,22
21859,98.98.96.0,23
21859,98.98.99.0,24
21859,98.98.100.0,24
21859,98.98.101.0,24
21859,98.98.104.0,23
21859,98.98.106.0,23
21859,98.98.110.0,23
21859,98.98.112.0,23
21859,98.98.114.0,23
21859,98.98.116.0,22
21859,98.98.118.0,24
21859,98.98.120.0,21
21859,98.98.128.0,23
21859,98.98.130.0,23
21859,98.98.132.0,22
21859,98.98.136.0,22
21859,98.98.140.0,23
21859,98.98.142.0,23
21859,98.98.144.0,23
21859,98.98.146.0,23
21859,98.98.148.0,23
21859,98.98.150.0,23
21859,98.98.152.0,23
21859,98.98.154.0,23
21859,98.98.156.0,22
21859,98.98.160.0,23
21859,98.98.163.0,24
21859,98.98.164.0,22
21859,98.98.169.0,24
21859,98.98.170.0,23
21859,98.98.172.0,23
21859,98.98.174.0,23
21859,98.98.176.0,23
21859,98.98.178.0,23
21859,98.98.184.0,24
21859,98.98.185.0,24
21859,98.98.186.0,23
21859,98.98.189.0,24
21859,98.98.192.0,23
21859,98.98.194.0,23
21859,98.98.196.0,23
21859,98.98.199.0,24
21859,98.98.200.0,23
21859,98.98.202.0,23
21859,98.98.204.0,23
21859,98.98.206.0,23
21859,98.98.208.0,23
21859,98.98.210.0,23
21859,98.98.212.0,22
21859,98.98.216.0,23
21859,98.98.218.0,23
21859,98.98.220.0,23
21859,98.98.223.0,24
21859,98.98.224.0,24
21859,98.98.226.0,23
21859,98.98.228.0,24
21859,98.98.229.0,24
21859,98.98.232.0,24
21859,98.98.235.0,24
21859,98.98.236.0,24
21859,98.98.237.0,24
21859,98.98.238.0,24
21859,98.98.239.0,24
21859,98.98.240.0,22
21859,98.98.244.0,23
21859,98.98.246.0,23
21859,98.98.248.0,24
21859,98.98.249.0,24
21859,98.98.250.0,23
21859,98.98.252.0,24
21859,98.98.253.0,24
21859,98.98.254.0,24
21859,101.55.23.0,24
21859,102.177.183.0,24
21859,103.21.138.0,24
21859,103.38.255.0,24
21859,103.40.102.0,24
21859,103.40.103.0,24
21859,103.42.28.0,24
21859,103.42.180.0,24
21859,103.42.181.0,24
21859,103.49.63.0,24
21859,103.68.194.0,24
21859,103.68.195.0,24
21859,103.69.3.0,24
21859,103.103.246.0,24
21859,103.103.247.0,24
21859,103.116.148.0,24
21859,103.119.28.0,24
21859,103.119.29.0,24
21859,103.119.30.0,24
21859,103.119.31.0,24
21859,103.122.177.0,24
21859,103.122.178.0,24
21859,103.122.179.0,24
21859,103.123.242.0,23
21859,103.125.250.0,24
21859,103.139.136.0,23
21859,103.146.83.0,24
21859,103.149.156.0,23
21859,103.155.86.0,23
21859,103.155.100.0,24
21859,103.193.124.0,24
21859,103.193.125.0,24
21859,103.193.126.0,24
21859,103.193.127.0,24
21859,103.206.20.0,22
21859,103.206.20.0,24
21859,103.206.21.0,24
21859,103.206.22.0,24
21859,103.206.23.0,24
21859,103.225.84.0,24
21859,103.225.85.0,24
21859,103.225.86.0,24
21859,103.225.87.0,24
21859,103.229.117.0,24
21859,103.237.102.0,24
21859,103.249.105.0,24
21859,104.166.128.0,23
21859,104.166.130.0,23
21859,104.166.132.0,23
21859,104.166.134.0,23
21859,104.166.136.0,22
21859,104.166.140.0,22
21859,104.166.144.0,22
21859,104.166.148.0,22
21859,104.166.152.0,22
21859,104.166.156.0,23
21859,104.166.158.0,23
21859,104.166.160.0,23
21859,104.166.162.0,23
21859,104.166.162.0,24
21859,104.166.164.0,22
21859,104.166.168.0,22
21859,104.166.172.0,24
21859,104.166.173.0,24
21859,104.166.174.0,24
21859,104.166.175.0,24
21859,104.166.176.0,22
21859,104.166.182.0,24
21859,104.166.183.0,24
21859,104.166.184.0,24
21859,104.166.185.0,24
21859,104.166.186.0,23
21859,104.166.186.0,24
21859,104.166.188.0,23
21859,104.166.190.0,24
21859,104.166.191.0,24
21859,104.218.160.0,21
21859,104.234.18.0,23
21859,104.250.45.0,24
21859,107.148.160.0,24
21859,107.148.161.0,24
21859,107.148.162.0,24
21859,107.148.163.0,24
21859,107.148.164.0,22
21859,107.148.168.0,21
21859,107.148.176.0,20
21859,107.150.113.0,24
21859,107.150.114.0,24
21859,107.150.115.0,24
21859,107.150.116.0,24
21859,107.151.128.0,18
21859,107.151.130.0,24
21859,107.151.132.0,24
21859,107.151.135.0,24
21859,107.151.137.0,24
21859,107.151.142.0,24
21859,107.151.146.0,24
21859,107.151.148.0,24
21859,107.151.150.0,24
21859,107.151.154.0,24
21859,107.151.157.0,24
21859,107.151.159.0,24
21859,107.151.160.0,24
21859,107.151.165.0,24
21859,107.151.166.0,23
21859,107.151.169.0,24
21859,107.151.175.0,24
21859,107.151.179.0,24
21859,107.151.181.0,24
21859,107.151.183.0,24
21859,107.151.186.0,24
21859,107.151.187.0,24
21859,107.151.191.0,24
21859,107.151.192.0,24
21859,107.151.193.0,24
21859,107.151.194.0,24
21859,107.151.208.0,20
21859,107.151.252.0,23
21859,107.151.254.0,24
21859,107.151.255.0,24
21859,107.155.0.0,18
21859,107.155.2.0,24
21859,107.155.3.0,24
21859,107.155.4.0,24
21859,107.155.5.0,24
21859,107.155.6.0,24
21859,107.155.7.0,24
21859,107.155.8.0,24
21859,107.155.9.0,24
21859,107.155.10.0,24
21859,107.155.11.0,24
21859,107.155.12.0,23
21859,107.155.14.0,24
21859,107.155.16.0,24
21859,107.155.17.0,24
21859,107.155.18.0,24
21859,107.155.19.0,24
21859,107.155.20.0,24
21859,107.155.21.0,24
21859,107.155.22.0,24
21859,107.155.23.0,24
21859,107.155.24.0,24
21859,107.155.25.0,24
21859,107.155.26.0,24
21859,107.155.27.0,24
21859,107.155.28.0,24
21859,107.155.29.0,24
21859,107.155.31.0,24
21859,107.155.32.0,24
21859,107.155.33.0,24
21859,107.155.34.0,24
21859,107.155.35.0,24
21859,107.155.36.0,24
21859,107.155.37.0,24
