asn,ipv4,ipv6,ix_id,country,prefixes,pdb_id
132203,['185.1.48.41'],['2001:7f8:3f:0:2:46b:0:2'],187,TR,"{'ipv4': ['185.1.48.0/24'], 'ipv6': ['2001:7f8:3f::/64']}",1150.0
212232,['185.1.48.42'],['2001:7f8:3f:0:3:3d08:0:1'],187,TR,"{'ipv4': ['185.1.48.0/24'], 'ipv6': ['2001:7f8:3f::/64']}",1150.0
6663,['185.1.48.33'],['2001:7f8:3f::1a07:0:1'],187,TR,"{'ipv4': ['185.1.48.0/24'], 'ipv6': ['2001:7f8:3f::/64']}",1150.0
208287,['185.1.48.43'],['2001:7f8:3f::eecf:0:3'],187,TR,"{'ipv4': ['185.1.48.0/24'], 'ipv6': ['2001:7f8:3f::/64']}",1150.0
39912,['185.1.48.24'],['2001:7f8:3f::9be8:0:1'],187,TR,"{'ipv4': ['185.1.48.0/24'], 'ipv6': ['2001:7f8:3f::/64']}",1150.0
56484,['185.1.48.54'],['2001:7f8:3f::dca4:0:1'],187,TR,"{'ipv4': ['185.1.48.0/24'], 'ipv6': ['2001:7f8:3f::/64']}",1150.0
206119,['185.1.48.56'],['2001:7f8:3f::cf:0:1'],187,TR,"{'ipv4': ['185.1.48.0/24'], 'ipv6': ['2001:7f8:3f::/64']}",1150.0
60051,['185.1.48.20'],['2001:7f8:3f::ea93:0:1'],187,TR,"{'ipv4': ['185.1.48.0/24'], 'ipv6': ['2001:7f8:3f::/64']}",1150.0
48678,['185.1.48.211'],['2001:7f8:3f::be26:0:1'],187,TR,"{'ipv4': ['185.1.48.0/24'], 'ipv6': ['2001:7f8:3f::/64']}",1150.0
211557,['185.1.48.60'],['2001:7f8:3f:0:3:3a65:0:1'],187,TR,"{'ipv4': ['185.1.48.0/24'], 'ipv6': ['2001:7f8:3f::/64']}",1150.0
139057,['185.1.48.61'],['2001:7f8:3f:0:2:1f31:0:1'],187,TR,"{'ipv4': ['185.1.48.0/24'], 'ipv6': ['2001:7f8:3f::/64']}",1150.0
47524,['185.1.48.62'],['2001:7f8:3f::b9a4:0:1'],187,TR,"{'ipv4': ['185.1.48.0/24'], 'ipv6': ['2001:7f8:3f::/64']}",1150.0
44382,['185.1.48.254'],['2001:7f8:3f::eecf:0:254'],187,TR,"{'ipv4': ['185.1.48.0/24'], 'ipv6': ['2001:7f8:3f::/64']}",1150.0
205529,['185.1.48.249'],['2001:7f8:3f::50eb:f9:1'],187,TR,"{'ipv4': ['185.1.48.0/24'], 'ipv6': ['2001:7f8:3f::/64']}",1150.0
207459,['185.1.48.15'],['2001:7f8:3f:0:3:2a63:0:1'],187,TR,"{'ipv4': ['185.1.48.0/24'], 'ipv6': ['2001:7f8:3f::/64']}",1150.0
216394,['185.1.48.63'],['2001:7f8:3f:0:3:4d4a:0:1'],187,TR,"{'ipv4': ['185.1.48.0/24'], 'ipv6': ['2001:7f8:3f::/64']}",1150.0
398042,['185.1.48.59'],['2001:7f8:3f:0:6:12da:0:1'],187,TR,"{'ipv4': ['185.1.48.0/24'], 'ipv6': ['2001:7f8:3f::/64']}",1150.0
58218,"['185.0.0.1', '185.0.0.254']","['2001:7f8:133::5:8218:1', '2001:7f8:133::5:8218:2']",1353,RO,"{'ipv4': ['185.0.0.0/24', '212.81.56.0/24'], 'ipv6': ['2001:7f8:133::/64', '2a10:fa80:56::/64']}",3477.0
48878,['185.0.0.3'],"['2001:7f8:133::4:8878:2', '2001:7f8:133::4:8878:1']",1353,RO,"{'ipv4': ['185.0.0.0/24', '212.81.56.0/24'], 'ipv6': ['2001:7f8:133::/64', '2a10:fa80:56::/64']}",3477.0
57050,"['185.0.0.253', '185.0.0.2']","['2001:7f8:133::5:7050:2', '2001:7f8:133::5:7050:1']",1353,RO,"{'ipv4': ['185.0.0.0/24', '212.81.56.0/24'], 'ipv6': ['2001:7f8:133::/64', '2a10:fa80:56::/64']}",3477.0
51999,['185.0.0.6'],['2001:7f8:133::5:1999:1'],1353,RO,"{'ipv4': ['185.0.0.0/24', '212.81.56.0/24'], 'ipv6': ['2001:7f8:133::/64', '2a10:fa80:56::/64']}",3477.0
328867,['185.0.0.200'],[],1353,RO,"{'ipv4': ['185.0.0.0/24', '212.81.56.0/24'], 'ipv6': ['2001:7f8:133::/64', '2a10:fa80:56::/64']}",3477.0
48878,['185.0.0.3'],"['2001:7f8:133::4:8878:2', '2001:7f8:133::4:8878:1']",1678,RO,"{'ipv4': ['212.81.56.0/24', '185.0.0.0/24'], 'ipv6': ['2a10:fa80:56::/64', '2001:7f8:133::/64']}",
51999,['185.0.0.6'],['2001:7f8:133::5:1999:1'],1678,RO,"{'ipv4': ['212.81.56.0/24', '185.0.0.0/24'], 'ipv6': ['2a10:fa80:56::/64', '2001:7f8:133::/64']}",
57050,"['185.0.0.253', '185.0.0.2']","['2001:7f8:133::5:7050:2', '2001:7f8:133::5:7050:1']",1678,RO,"{'ipv4': ['212.81.56.0/24', '185.0.0.0/24'], 'ipv6': ['2a10:fa80:56::/64', '2001:7f8:133::/64']}",
58218,"['185.0.0.1', '185.0.0.254']","['2001:7f8:133::5:8218:1', '2001:7f8:133::5:8218:2']",1678,RO,"{'ipv4': ['212.81.56.0/24', '185.0.0.0/24'], 'ipv6': ['2a10:fa80:56::/64', '2001:7f8:133::/64']}",
328867,['185.0.0.200'],[],1678,RO,"{'ipv4': ['212.81.56.0/24', '185.0.0.0/24'], 'ipv6': ['2a10:fa80:56::/64', '2001:7f8:133::/64']}",
20649,['185.1.202.18'],[],1361,TR,"{'ipv4': ['185.1.202.0/24'], 'ipv6': ['2001:7f8:10e::/64']}",3465.0
42216,['185.1.202.5'],[],1361,TR,"{'ipv4': ['185.1.202.0/24'], 'ipv6': ['2001:7f8:10e::/64']}",3465.0
42724,['185.1.202.11'],[],1361,TR,"{'ipv4': ['185.1.202.0/24'], 'ipv6': ['2001:7f8:10e::/64']}",3465.0
42910,['185.1.202.4'],[],1361,TR,"{'ipv4': ['185.1.202.0/24'], 'ipv6': ['2001:7f8:10e::/64']}",3465.0
42926,"['185.1.202.22', '185.1.202.23']",[],1361,TR,"{'ipv4': ['185.1.202.0/24'], 'ipv6': ['2001:7f8:10e::/64']}",3465.0
51540,['185.1.202.7'],[],1361,TR,"{'ipv4': ['185.1.202.0/24'], 'ipv6': ['2001:7f8:10e::/64']}",3465.0
51559,['185.1.202.10'],[],1361,TR,"{'ipv4': ['185.1.202.0/24'], 'ipv6': ['2001:7f8:10e::/64']}",3465.0
60446,['185.1.202.15'],[],1361,TR,"{'ipv4': ['185.1.202.0/24'], 'ipv6': ['2001:7f8:10e::/64']}",3465.0
206512,['185.1.202.12'],[],1361,TR,"{'ipv4': ['185.1.202.0/24'], 'ipv6': ['2001:7f8:10e::/64']}",3465.0
206991,['185.1.202.14'],[],1361,TR,"{'ipv4': ['185.1.202.0/24'], 'ipv6': ['2001:7f8:10e::/64']}",3465.0
207983,['185.1.202.21'],[],1361,TR,"{'ipv4': ['185.1.202.0/24'], 'ipv6': ['2001:7f8:10e::/64']}",3465.0
208287,['185.1.202.8'],[],1361,TR,"{'ipv4': ['185.1.202.0/24'], 'ipv6': ['2001:7f8:10e::/64']}",3465.0
208972,['185.1.202.24'],[],1361,TR,"{'ipv4': ['185.1.202.0/24'], 'ipv6': ['2001:7f8:10e::/64']}",3465.0
210099,['185.1.202.13'],[],1361,TR,"{'ipv4': ['185.1.202.0/24'], 'ipv6': ['2001:7f8:10e::/64']}",3465.0
212219,['185.1.202.25'],[],1361,TR,"{'ipv4': ['185.1.202.0/24'], 'ipv6': ['2001:7f8:10e::/64']}",3465.0
213301,['185.1.202.20'],[],1361,TR,"{'ipv4': ['185.1.202.0/24'], 'ipv6': ['2001:7f8:10e::/64']}",3465.0
39107,"['86.104.125.241', '86.104.125.2', '86.104.125.242', '86.104.125.1']","['2001:7f8:64:225:0:0:0:1', '2001:7f8:64:225:0:0:0:2']",378,RO,"{'ipv4': ['86.104.125.0/24'], 'ipv6': ['2001:7f8:64::/48']}",
12654,[],['2001:7f8:64:225:0:0:0:61'],378,RO,"{'ipv4': ['86.104.125.0/24'], 'ipv6': ['2001:7f8:64::/48']}",
2614,['86.104.125.98'],['2001:7f8:64:225:0:0:2614:1'],378,RO,"{'ipv4': ['86.104.125.0/24'], 'ipv6': ['2001:7f8:64::/48']}",
2906,['86.104.125.155'],['2001:7f8:64:225:0:0:2906:1'],378,RO,"{'ipv4': ['86.104.125.0/24'], 'ipv6': ['2001:7f8:64::/48']}",
3223,['86.104.125.94'],['2001:7f8:64:225:0:0:3223:1'],378,RO,"{'ipv4': ['86.104.125.0/24'], 'ipv6': ['2001:7f8:64::/48']}",
6718,['86.104.125.55'],['2001:7f8:64:225:0:0:6718:1'],378,RO,"{'ipv4': ['86.104.125.0/24'], 'ipv6': ['2001:7f8:64::/48']}",
6830,[],['2001:7f8:64:225:0:0:6830:1'],378,RO,"{'ipv4': ['86.104.125.0/24'], 'ipv6': ['2001:7f8:64::/48']}",
6939,['86.104.125.69'],['2001:7f8:64:225:0:0:6939:1'],378,RO,"{'ipv4': ['86.104.125.0/24'], 'ipv6': ['2001:7f8:64::/48']}",
8075,['86.104.125.130'],['2001:7f8:64:225:0:0:8075:1'],378,RO,"{'ipv4': ['86.104.125.0/24'], 'ipv6': ['2001:7f8:64::/48']}",
8220,['86.104.125.97'],['2001:7f8:64:225:0:0:8220:1'],378,RO,"{'ipv4': ['86.104.125.0/24'], 'ipv6': ['2001:7f8:64::/48']}",
8926,['86.104.125.111'],['2001:7f8:64:225:0:0:8926:1'],378,RO,"{'ipv4': ['86.104.125.0/24'], 'ipv6': ['2001:7f8:64::/48']}",
9009,"['86.104.125.141', '86.104.125.119']",['2001:7f8:64:225:0:0:9009:1'],378,RO,"{'ipv4': ['86.104.125.0/24'], 'ipv6': ['2001:7f8:64::/48']}",
10310,"['86.104.125.65', '86.104.125.67']","['2001:7f8:64:225:0:1:310:2', '2001:7f8:64:225:0:1:310:1']",378,RO,"{'ipv4': ['86.104.125.0/24'], 'ipv6': ['2001:7f8:64::/48']}",
13335,['86.104.125.138'],['2001:7f8:64:225:0:1:3335:1'],378,RO,"{'ipv4': ['86.104.125.0/24'], 'ipv6': ['2001:7f8:64::/48']}",
15133,['86.104.125.174'],['2001:7f8:64:225:0:1:5133:1'],378,RO,"{'ipv4': ['86.104.125.0/24'], 'ipv6': ['2001:7f8:64::/48']}",
15169,"['86.104.125.176', '86.104.125.129']","['2001:7f8:64:225:0:1:5169:1', '2001:7f8:64:225:0:1:5169:2']",378,RO,"{'ipv4': ['86.104.125.0/24'], 'ipv6': ['2001:7f8:64::/48']}",
20940,['86.104.125.80'],['2001:7f8:64:225:0:2:940:1'],378,RO,"{'ipv4': ['86.104.125.0/24'], 'ipv6': ['2001:7f8:64::/48']}",
22822,['86.104.125.163'],['2001:7f8:64:225:0:2:2822:1'],378,RO,"{'ipv4': ['86.104.125.0/24'], 'ipv6': ['2001:7f8:64::/48']}",
25198,['86.104.125.95'],['2001:7f8:64:225:0:2:5198:1'],378,RO,"{'ipv4': ['86.104.125.0/24'], 'ipv6': ['2001:7f8:64::/48']}",
26415,['86.104.125.140'],['2001:7f8:64:225:0:2:6415:1'],378,RO,"{'ipv4': ['86.104.125.0/24'], 'ipv6': ['2001:7f8:64::/48']}",
31252,['86.104.125.85'],['2001:7f8:64:225:0:3:1252:1'],378,RO,"{'ipv4': ['86.104.125.0/24'], 'ipv6': ['2001:7f8:64::/48']}",
31313,['86.104.125.93'],['2001:7f8:64:225:0:3:1313:1'],378,RO,"{'ipv4': ['86.104.125.0/24'], 'ipv6': ['2001:7f8:64::/48']}",
31554,"['86.104.125.32', '86.104.125.81']",['2001:7f8:64:225:0:3:1554:1'],378,RO,"{'ipv4': ['86.104.125.0/24'], 'ipv6': ['2001:7f8:64::/48']}",
32590,['86.104.125.165'],['2001:7f8:64:225:0:3:2590:1'],378,RO,"{'ipv4': ['86.104.125.0/24'], 'ipv6': ['2001:7f8:64::/48']}",
32934,"['86.104.125.161', '86.104.125.162']","['2001:7f8:64:225:0:3:2934:1', '2001:7f8:64:225:0:3:2934:2']",378,RO,"{'ipv4': ['86.104.125.0/24'], 'ipv6': ['2001:7f8:64::/48']}",
33823,"['86.104.125.118', '86.104.125.108']",['2001:7f8:64:225:0:3:3823:1'],378,RO,"{'ipv4': ['86.104.125.0/24'], 'ipv6': ['2001:7f8:64::/48']}",
34279,['86.104.125.102'],['2001:7f8:64:225:0:3:4279:1'],378,RO,"{'ipv4': ['86.104.125.0/24'], 'ipv6': ['2001:7f8:64::/48']}",
34655,['86.104.125.146'],['2001:7f8:64:225:0:3:4655:1'],378,RO,"{'ipv4': ['86.104.125.0/24'], 'ipv6': ['2001:7f8:64::/48']}",
36236,['86.104.125.160'],['2001:7f8:64:225:0:3:6236:1'],378,RO,"{'ipv4': ['86.104.125.0/24'], 'ipv6': ['2001:7f8:64::/48']}",
36692,['86.104.125.121'],['2001:7f8:64:225:0:3:6692:1'],378,RO,"{'ipv4': ['86.104.125.0/24'], 'ipv6': ['2001:7f8:64::/48']}",
39347,['86.104.125.79'],['2001:7f8:64:225:0:3:9347:1'],378,RO,"{'ipv4': ['86.104.125.0/24'], 'ipv6': ['2001:7f8:64::/48']}",
39543,['86.104.125.72'],['2001:7f8:64:225:0:3:9543:1'],378,RO,"{'ipv4': ['86.104.125.0/24'], 'ipv6': ['2001:7f8:64::/48']}",
39737,['86.104.125.99'],['2001:7f8:64:225:0:3:9737:1'],378,RO,"{'ipv4': ['86.104.125.0/24'], 'ipv6': ['2001:7f8:64::/48']}",
41028,['86.104.125.56'],['2001:7f8:64:225:0:4:1028:1'],378,RO,"{'ipv4': ['86.104.125.0/24'], 'ipv6': ['2001:7f8:64::/48']}",
43289,['86.104.125.144'],['2001:7f8:64:225:0:4:3289:1'],378,RO,"{'ipv4': ['86.104.125.0/24'], 'ipv6': ['2001:7f8:64::/48']}",
48571,['86.104.125.156'],['2001:7f8:64:225:0:4:8571:1'],378,RO,"{'ipv4': ['86.104.125.0/24'], 'ipv6': ['2001:7f8:64::/48']}",
49544,['86.104.125.154'],['2001:7f8:64:225:0:4:9544:1'],378,RO,"{'ipv4': ['86.104.125.0/24'], 'ipv6': ['2001:7f8:64::/48']}",
50581,['86.104.125.178'],['2001:7f8:64:225:0:5:581:1'],378,RO,"{'ipv4': ['86.104.125.0/24'], 'ipv6': ['2001:7f8:64::/48']}",
56430,['86.104.125.59'],['2001:7f8:64:225:0:5:6430:1'],378,RO,"{'ipv4': ['86.104.125.0/24'], 'ipv6': ['2001:7f8:64::/48']}",
199524,['86.104.125.173'],['2001:7f8:64:225:0:19:9524:1'],378,RO,"{'ipv4': ['86.104.125.0/24'], 'ipv6': ['2001:7f8:64::/48']}",
203929,['86.104.125.132'],['2001:7f8:64:225:0:20:3929:1'],378,RO,"{'ipv4': ['86.104.125.0/24'], 'ipv6': ['2001:7f8:64::/48']}",
396986,['86.104.125.184'],['2001:7f8:64:225:0:39:6986:1'],378,RO,"{'ipv4': ['86.104.125.0/24'], 'ipv6': ['2001:7f8:64::/48']}",
57050,['86.104.125.53'],['2001:7f8:64:225:0:5705:0:1'],378,RO,"{'ipv4': ['86.104.125.0/24'], 'ipv6': ['2001:7f8:64::/48']}",
20144,['86.104.125.3'],[],378,RO,"{'ipv4': ['86.104.125.0/24'], 'ipv6': ['2001:7f8:64::/48']}",
35161,['86.104.125.6'],[],378,RO,"{'ipv4': ['86.104.125.0/24'], 'ipv6': ['2001:7f8:64::/48']}",
34358,['86.104.125.8'],[],378,RO,"{'ipv4': ['86.104.125.0/24'], 'ipv6': ['2001:7f8:64::/48']}",
43930,['86.104.125.9'],[],378,RO,"{'ipv4': ['86.104.125.0/24'], 'ipv6': ['2001:7f8:64::/48']}",
34744,['86.104.125.12'],[],378,RO,"{'ipv4': ['86.104.125.0/24'], 'ipv6': ['2001:7f8:64::/48']}",
34565,['86.104.125.18'],[],378,RO,"{'ipv4': ['86.104.125.0/24'], 'ipv6': ['2001:7f8:64::/48']}",
34304,"['86.104.125.82', '86.104.125.26', '86.104.125.182']",[],378,RO,"{'ipv4': ['86.104.125.0/24'], 'ipv6': ['2001:7f8:64::/48']}",
31218,['86.104.125.27'],[],378,RO,"{'ipv4': ['86.104.125.0/24'], 'ipv6': ['2001:7f8:64::/48']}",
29568,['86.104.125.29'],[],378,RO,"{'ipv4': ['86.104.125.0/24'], 'ipv6': ['2001:7f8:64::/48']}",
35234,['86.104.125.30'],[],378,RO,"{'ipv4': ['86.104.125.0/24'], 'ipv6': ['2001:7f8:64::/48']}",
35584,"['86.104.125.96', '86.104.125.31']",[],378,RO,"{'ipv4': ['86.104.125.0/24'], 'ipv6': ['2001:7f8:64::/48']}",
38913,['86.104.125.38'],[],378,RO,"{'ipv4': ['86.104.125.0/24'], 'ipv6': ['2001:7f8:64::/48']}",
41151,['86.104.125.41'],[],378,RO,"{'ipv4': ['86.104.125.0/24'], 'ipv6': ['2001:7f8:64::/48']}",
39668,['86.104.125.47'],[],378,RO,"{'ipv4': ['86.104.125.0/24'], 'ipv6': ['2001:7f8:64::/48']}",
44682,"['86.104.125.49', '86.104.125.50']",[],378,RO,"{'ipv4': ['86.104.125.0/24'], 'ipv6': ['2001:7f8:64::/48']}",
34916,['86.104.125.51'],[],378,RO,"{'ipv4': ['86.104.125.0/24'], 'ipv6': ['2001:7f8:64::/48']}",
