ASN,prefix,size,Country,City,Latitude,Longitude,full_prefix
31117,5.59.168.0,24,Slovakia,Snina,48.9849,22.153,5.59.168.0/24
31117,5.59.186.0,24,Slovakia,Liptovský Mikuláš,49.1053,19.6747,5.59.186.0/24
31117,5.59.187.0,24,Slovakia,Košice,48.7771,21.2116,5.59.187.0/24
31117,5.59.199.0,24,Slovakia,Moldava nad Bodvou,48.6122,20.9981,5.59.199.0/24
60715,185.152.197.0,24,Slovakia,Piešťany,48.5938,17.8267,185.152.197.0/24
5578,62.197.222.0,24,Slovakia,Pezinok,48.2743,17.2558,62.197.222.0/24
5578,85.248.234.0,24,Slovakia,,48.6667,19.5,85.248.234.0/24
996,109.238.202.0,24,Slovakia,Bratislava,48.1833,17.0379,109.238.202.0/24
42005,92.240.233.0,24,Slovakia,,48.6667,19.5,92.240.233.0/24
29405,92.240.234.0,24,Slovakia,,48.6667,19.5,92.240.234.0/24
29405,92.240.235.0,24,Slovakia,,48.6667,19.5,92.240.235.0/24
29405,92.240.236.0,24,Slovakia,,48.6667,19.5,92.240.236.0/24
42005,92.240.238.0,23,Slovakia,,48.6667,19.5,92.240.238.0/23
29405,92.240.241.0,24,Slovakia,,48.6667,19.5,92.240.241.0/24
29405,92.240.242.0,24,Slovakia,,48.6667,19.5,92.240.242.0/24
42005,92.240.247.0,24,Slovakia,,48.6667,19.5,92.240.247.0/24
42005,92.240.248.0,24,Slovakia,,48.6667,19.5,92.240.248.0/24
29405,92.240.249.0,24,Slovakia,Bratislava,48.1833,17.0379,92.240.249.0/24
42005,92.240.250.0,24,Slovakia,,48.6667,19.5,92.240.250.0/24
29405,92.240.253.0,24,Slovakia,,48.6667,19.5,92.240.253.0/24
42473,37.252.246.0,24,Slovakia,Bratislava,48.1833,17.0379,37.252.246.0/24
208668,92.245.24.0,24,Slovakia,Brezno,48.8533,19.6571,92.245.24.0/24
208668,92.245.25.0,24,Slovakia,Brezno,48.8533,19.6571,92.245.25.0/24
209816,92.245.26.0,24,Slovakia,Ploské,48.8142,21.3281,92.245.26.0/24
57760,176.107.22.0,24,Slovakia,Novaky,48.7722,18.7973,176.107.22.0/24
5578,195.72.0.0,19,Slovakia,,48.6667,19.5,195.72.0.0/19
200055,85.248.249.0,24,Slovakia,,48.6667,19.5,85.248.249.0/24
13335,8.47.69.0,24,Slovakia,Bratislava,48.1833,17.0379,8.47.69.0/24
201924,141.101.128.0,24,Slovakia,Bratislava,48.1833,17.0379,141.101.128.0/24
201924,141.101.129.0,24,Slovakia,Bratislava,48.1833,17.0379,141.101.129.0/24
201924,141.101.130.0,24,Slovakia,Bratislava,48.1833,17.0379,141.101.130.0/24
201924,141.101.131.0,24,Slovakia,Bratislava,48.1833,17.0379,141.101.131.0/24
58272,141.101.163.0,24,Slovakia,Bratislava,48.1833,17.0379,141.101.163.0/24
13335,172.70.225.0,24,Slovakia,Bratislava,48.1833,17.0379,172.70.225.0/24
6855,95.102.0.0,15,Slovakia,Sereg,48.3165,17.7215,95.102.0.0/15
15962,5.178.48.0,20,Slovakia,Zlate Moravce,48.3901,18.3956,5.178.48.0/20
16367,194.1.215.0,24,Slovakia,,48.6667,19.5,194.1.215.0/24
29405,45.149.176.0,24,Slovakia,,48.6667,19.5,45.149.176.0/24
29405,45.149.177.0,24,Slovakia,,48.6667,19.5,45.149.177.0/24
29405,46.229.224.0,20,Slovakia,Ružomberok,49.0843,19.2808,46.229.224.0/20
29405,92.240.237.0,24,Slovakia,,48.6667,19.5,92.240.237.0/24
42005,92.240.238.0,24,Slovakia,,48.6667,19.5,92.240.238.0/24
42005,92.240.239.0,24,Slovakia,,48.6667,19.5,92.240.239.0/24
42005,92.240.240.0,24,Slovakia,,48.6667,19.5,92.240.240.0/24
42005,92.240.243.0,24,Slovakia,,48.6667,19.5,92.240.243.0/24
29405,92.240.244.0,24,Slovakia,,48.6667,19.5,92.240.244.0/24
29405,92.240.245.0,24,Slovakia,,48.6667,19.5,92.240.245.0/24
42005,92.240.246.0,24,Slovakia,,48.6667,19.5,92.240.246.0/24
58014,92.240.251.0,24,Slovakia,,48.6667,19.5,92.240.251.0/24
42005,92.240.252.0,24,Slovakia,,48.6667,19.5,92.240.252.0/24
29405,92.240.254.0,24,Slovakia,,48.6667,19.5,92.240.254.0/24
28952,31.3.32.0,19,Slovakia,,48.6667,19.5,31.3.32.0/19
28952,37.58.0.0,20,Slovakia,,48.6667,19.5,37.58.0.0/20
28952,37.152.96.0,19,Slovakia,,48.6667,19.5,37.152.96.0/19
28952,46.34.224.0,19,Slovakia,Nitra,48.3132,18.0512,46.34.224.0/19
34820,45.152.96.0,24,Slovakia,Revúca,48.6868,20.1163,45.152.96.0/24
34820,45.158.82.0,24,Slovakia,Košice,48.7195,21.2635,45.158.82.0/24
51013,37.9.168.0,21,Slovakia,,48.6667,19.5,37.9.168.0/21
51013,37.9.168.0,24,Slovakia,,48.6667,19.5,37.9.168.0/24
51013,37.9.175.0,24,Slovakia,,48.6667,19.5,37.9.175.0/24
51013,45.13.137.0,24,Slovakia,,48.6667,19.5,45.13.137.0/24
51013,45.138.184.0,24,Slovakia,,48.6667,19.5,45.138.184.0/24
51013,45.138.185.0,24,Slovakia,,48.6667,19.5,45.138.185.0/24
208882,45.81.40.0,23,Slovakia,Piešťany,48.5938,17.8267,45.81.40.0/23
35328,46.18.144.0,21,Slovakia,Parnica,49.1927,19.2046,46.18.144.0/21
35328,46.18.144.0,22,Slovakia,Parnica,49.1927,19.2046,46.18.144.0/22
35328,46.18.148.0,22,Slovakia,Stará Ľubovňa,49.2995,20.6913,46.18.148.0/22
202564,5.59.10.0,24,Slovakia,Prešov,48.9903,21.2893,5.59.10.0/24
202564,45.66.54.0,24,Slovakia,Prešov,48.9903,21.2893,45.66.54.0/24
2607,147.232.0.0,16,Slovakia,Košice,48.7195,21.2635,147.232.0.0/16
2607,147.232.0.0,17,Slovakia,Košice,48.7195,21.2635,147.232.0.0/17
34820,45.152.96.0,24,Slovakia,Revúca,48.6868,20.1163,45.152.96.0/24
34820,45.158.82.0,24,Slovakia,Košice,48.7195,21.2635,45.158.82.0/24
996,109.238.202.0,24,Slovakia,Bratislava,48.1833,17.0379,109.238.202.0/24
51013,37.9.168.0,21,Slovakia,,48.6667,19.5,37.9.168.0/21
51013,37.9.168.0,24,Slovakia,,48.6667,19.5,37.9.168.0/24
51013,37.9.175.0,24,Slovakia,,48.6667,19.5,37.9.175.0/24
51013,45.13.137.0,24,Slovakia,,48.6667,19.5,45.13.137.0/24
51013,45.138.184.0,24,Slovakia,,48.6667,19.5,45.138.184.0/24
51013,45.138.185.0,24,Slovakia,,48.6667,19.5,45.138.185.0/24
42005,92.240.233.0,24,Slovakia,,48.6667,19.5,92.240.233.0/24
29405,92.240.234.0,24,Slovakia,,48.6667,19.5,92.240.234.0/24
29405,92.240.235.0,24,Slovakia,,48.6667,19.5,92.240.235.0/24
29405,92.240.236.0,24,Slovakia,,48.6667,19.5,92.240.236.0/24
42005,92.240.238.0,23,Slovakia,,48.6667,19.5,92.240.238.0/23
29405,92.240.241.0,24,Slovakia,,48.6667,19.5,92.240.241.0/24
29405,92.240.242.0,24,Slovakia,,48.6667,19.5,92.240.242.0/24
42005,92.240.247.0,24,Slovakia,,48.6667,19.5,92.240.247.0/24
42005,92.240.248.0,24,Slovakia,,48.6667,19.5,92.240.248.0/24
29405,92.240.249.0,24,Slovakia,Bratislava,48.1833,17.0379,92.240.249.0/24
42005,92.240.250.0,24,Slovakia,,48.6667,19.5,92.240.250.0/24
29405,92.240.253.0,24,Slovakia,,48.6667,19.5,92.240.253.0/24
5578,62.197.222.0,24,Slovakia,Pezinok,48.2743,17.2558,62.197.222.0/24
5578,85.248.234.0,24,Slovakia,,48.6667,19.5,85.248.234.0/24
29405,45.149.176.0,24,Slovakia,,48.6667,19.5,45.149.176.0/24
29405,45.149.177.0,24,Slovakia,,48.6667,19.5,45.149.177.0/24
29405,46.229.224.0,20,Slovakia,Ružomberok,49.0843,19.2808,46.229.224.0/20
29405,92.240.237.0,24,Slovakia,,48.6667,19.5,92.240.237.0/24
42005,92.240.238.0,24,Slovakia,,48.6667,19.5,92.240.238.0/24
42005,92.240.239.0,24,Slovakia,,48.6667,19.5,92.240.239.0/24
42005,92.240.240.0,24,Slovakia,,48.6667,19.5,92.240.240.0/24
42005,92.240.243.0,24,Slovakia,,48.6667,19.5,92.240.243.0/24
29405,92.240.244.0,24,Slovakia,,48.6667,19.5,92.240.244.0/24
29405,92.240.245.0,24,Slovakia,,48.6667,19.5,92.240.245.0/24
42005,92.240.246.0,24,Slovakia,,48.6667,19.5,92.240.246.0/24
58014,92.240.251.0,24,Slovakia,,48.6667,19.5,92.240.251.0/24
42005,92.240.252.0,24,Slovakia,,48.6667,19.5,92.240.252.0/24
29405,92.240.254.0,24,Slovakia,,48.6667,19.5,92.240.254.0/24
56656,31.134.96.0,21,Slovakia,Zvolen,48.4636,19.1873,31.134.96.0/21
2607,147.232.0.0,16,Slovakia,Košice,48.7195,21.2635,147.232.0.0/16
2607,147.232.0.0,17,Slovakia,Košice,48.7195,21.2635,147.232.0.0/17
31117,5.59.168.0,24,Slovakia,Snina,48.9849,22.153,5.59.168.0/24
31117,5.59.186.0,24,Slovakia,Liptovský Mikuláš,49.1053,19.6747,5.59.186.0/24
31117,5.59.187.0,24,Slovakia,Košice,48.7771,21.2116,5.59.187.0/24
31117,5.59.199.0,24,Slovakia,Moldava nad Bodvou,48.6122,20.9981,5.59.199.0/24
60715,185.152.197.0,24,Slovakia,Piešťany,48.5938,17.8267,185.152.197.0/24
15962,5.178.48.0,20,Slovakia,Zlate Moravce,48.3901,18.3956,5.178.48.0/20
48326,46.228.208.0,20,Slovakia,,48.6667,19.5,46.228.208.0/20
48326,46.228.208.0,21,Slovakia,,48.6667,19.5,46.228.208.0/21
48326,46.228.216.0,21,Slovakia,,48.6667,19.5,46.228.216.0/21
48326,46.228.223.0,24,Slovakia,,48.6667,19.5,46.228.223.0/24
200055,85.248.249.0,24,Slovakia,,48.6667,19.5,85.248.249.0/24
51947,46.150.192.0,19,Slovakia,Michalovce,48.7585,21.9222,46.150.192.0/19
51947,46.150.221.0,24,Slovakia,Humenné,48.9372,21.9201,46.150.221.0/24
56349,46.227.176.0,21,Slovakia,Ruzindol,48.3689,17.4869,46.227.176.0/21
28952,31.3.32.0,19,Slovakia,,48.6667,19.5,31.3.32.0/19
28952,37.58.0.0,20,Slovakia,,48.6667,19.5,37.58.0.0/20
28952,37.152.96.0,19,Slovakia,,48.6667,19.5,37.152.96.0/19
28952,46.34.224.0,19,Slovakia,Nitra,48.3132,18.0512,46.34.224.0/19
35328,46.18.144.0,21,Slovakia,Parnica,49.1927,19.2046,46.18.144.0/21
35328,46.18.144.0,22,Slovakia,Parnica,49.1927,19.2046,46.18.144.0/22
35328,46.18.148.0,22,Slovakia,Stará Ľubovňa,49.2995,20.6913,46.18.148.0/22
5578,194.1.225.0,24,Slovakia,Košice,48.7195,21.2635,194.1.225.0/24
6775,45.143.188.0,22,Türkiye,,41.0214,28.9948,45.143.188.0/22
6775,79.134.254.0,23,Türkiye,Istanbul,41.0011,28.9675,79.134.254.0/23
6823,37.202.48.0,21,Türkiye,Ankara,39.9282,32.8564,37.202.48.0/21
6823,37.202.48.0,24,Türkiye,Ankara,39.9282,32.8564,37.202.48.0/24
6823,37.202.49.0,24,Türkiye,Ankara,40.0434,32.6804,37.202.49.0/24
6823,37.202.50.0,24,Türkiye,Ankara,39.9282,32.8564,37.202.50.0/24
6823,37.202.51.0,24,Türkiye,Ankara,39.9282,32.8564,37.202.51.0/24
6823,37.202.52.0,24,Türkiye,Ankara,39.9282,32.8564,37.202.52.0/24
6823,37.202.53.0,24,Türkiye,Ankara,39.9282,32.8564,37.202.53.0/24
6823,37.202.54.0,24,Türkiye,Ankara,39.9282,32.8564,37.202.54.0/24
6823,37.202.55.0,24,Türkiye,Ankara,39.9282,32.8564,37.202.55.0/24
6823,178.251.40.0,24,Türkiye,Ankara,39.9282,32.8564,178.251.40.0/24
6823,178.251.41.0,24,Türkiye,Ankara,39.9282,32.8564,178.251.41.0/24
6823,178.251.42.0,24,Türkiye,Ankara,39.9282,32.8564,178.251.42.0/24
6823,178.251.43.0,24,Türkiye,Ankara,39.9282,32.8564,178.251.43.0/24
6823,178.251.44.0,24,Türkiye,Ankara,39.9282,32.8564,178.251.44.0/24
6823,178.251.45.0,24,Türkiye,Ankara,39.9282,32.8564,178.251.45.0/24
6823,178.251.46.0,24,Türkiye,Ankara,39.9282,32.8564,178.251.46.0/24
6823,178.251.47.0,24,Türkiye,Ankara,39.9282,32.8564,178.251.47.0/24
8075,185.187.104.0,24,Türkiye,,41.0214,28.9948,185.187.104.0/24
8075,185.187.105.0,24,Türkiye,,41.0214,28.9948,185.187.105.0/24
8075,217.169.202.0,24,Türkiye,,41.0214,28.9948,217.169.202.0/24
19551,192.230.111.0,24,Türkiye,,41.0214,28.9948,192.230.111.0/24
12735,31.223.0.0,24,Türkiye,Antalya,36.9156,30.6538,31.223.0.0/24
12735,31.223.2.0,24,Türkiye,Buca,38.3967,27.1612,31.223.2.0/24
12735,31.223.3.0,24,Türkiye,Izmir,38.425,27.1417,31.223.3.0/24
12735,31.223.4.0,24,Türkiye,Istanbul,41.0197,28.9757,31.223.4.0/24
12735,31.223.5.0,24,Türkiye,,41.0214,28.9948,31.223.5.0/24
12735,31.223.6.0,24,Türkiye,Kayseri,38.8787,35.3801,31.223.6.0/24
12735,31.223.7.0,24,Türkiye,Kayseri,38.8787,35.3801,31.223.7.0/24
12735,31.223.8.0,24,Türkiye,Ankara,39.9786,32.8262,31.223.8.0/24
12735,31.223.9.0,24,Türkiye,Ankara,39.9786,32.8262,31.223.9.0/24
12735,31.223.10.0,24,Türkiye,Ankara,39.9282,32.8564,31.223.10.0/24
12735,31.223.11.0,24,Türkiye,Ankara,39.9282,32.8564,31.223.11.0/24
12735,31.223.12.0,24,Türkiye,Ankara,39.9107,32.8554,31.223.12.0/24
12735,31.223.13.0,24,Türkiye,Ankara,39.9107,32.8554,31.223.13.0/24
12735,31.223.14.0,24,Türkiye,Ankara,39.9205,32.8372,31.223.14.0/24
12735,31.223.15.0,24,Türkiye,Ankara,39.9205,32.8372,31.223.15.0/24
12735,31.223.16.0,24,Türkiye,Ankara,39.9107,32.8554,31.223.16.0/24
12735,31.223.17.0,24,Türkiye,Ankara,39.9107,32.8554,31.223.17.0/24
12735,31.223.18.0,24,Türkiye,Köseköy,40.704,29.9957,31.223.18.0/24
12735,31.223.19.0,24,Türkiye,Köseköy,40.704,29.9957,31.223.19.0/24
12735,31.223.20.0,24,Türkiye,Istanbul,41.0145,28.9533,31.223.20.0/24
12735,31.223.21.0,24,Türkiye,Develi,38.3936,35.4942,31.223.21.0/24
12735,31.223.22.0,24,Türkiye,,41.0214,28.9948,31.223.22.0/24
12735,31.223.23.0,24,Türkiye,Aydin,37.8448,27.8386,31.223.23.0/24
12735,31.223.25.0,24,Türkiye,Istanbul,41.0325,28.5679,31.223.25.0/24
12735,31.223.26.0,24,Türkiye,Izmir,38.4123,27.1424,31.223.26.0/24
12735,31.223.27.0,24,Türkiye,Istanbul,40.9999,28.9569,31.223.27.0/24
12735,31.223.30.0,24,Türkiye,Aydin,37.8448,27.8386,31.223.30.0/24
12735,31.223.32.0,24,Türkiye,Istanbul,41.0145,28.9533,31.223.32.0/24
12735,31.223.33.0,24,Türkiye,Ankara,39.9205,32.8372,31.223.33.0/24
12735,31.223.34.0,24,Türkiye,Istanbul,40.9999,28.9569,31.223.34.0/24
12735,31.223.35.0,24,Türkiye,Istanbul,41.0145,28.9533,31.223.35.0/24
12735,31.223.36.0,24,Türkiye,Istanbul,41.03,28.9601,31.223.36.0/24
12735,31.223.37.0,24,Türkiye,Istanbul,41.03,28.9601,31.223.37.0/24
12735,31.223.38.0,24,Türkiye,Mugla,37.2167,28.3674,31.223.38.0/24
12735,31.223.40.0,24,Türkiye,Istanbul,41.0247,28.9252,31.223.40.0/24
12735,31.223.41.0,24,Türkiye,Istanbul,41.0247,28.9252,31.223.41.0/24
12735,31.223.42.0,24,Türkiye,Istanbul,41.0256,28.8859,31.223.42.0/24
12735,31.223.43.0,24,Türkiye,Ankara,39.9254,32.841,31.223.43.0/24
12735,31.223.44.0,24,Türkiye,Ankara,39.9786,32.8262,31.223.44.0/24
12735,31.223.45.0,24,Türkiye,Istanbul,40.9999,28.9569,31.223.45.0/24
12735,31.223.46.0,24,Türkiye,Eskişehir,39.7302,30.5345,31.223.46.0/24
12735,31.223.47.0,24,Türkiye,Eskişehir,39.7302,30.5345,31.223.47.0/24
12735,31.223.48.0,24,Türkiye,Istanbul,41.0247,28.9252,31.223.48.0/24
12735,31.223.49.0,24,Türkiye,Istanbul,41.0247,28.9252,31.223.49.0/24
12735,31.223.50.0,24,Türkiye,Ankara,39.9786,32.8262,31.223.50.0/24
12735,31.223.51.0,24,Türkiye,Ankara,39.9786,32.8262,31.223.51.0/24
12735,31.223.52.0,24,Türkiye,Istanbul,41.0551,28.9347,31.223.52.0/24
12735,31.223.53.0,24,Türkiye,Mugla,37.2167,28.3674,31.223.53.0/24
12735,31.223.54.0,24,Türkiye,Fethiye,36.6256,29.1154,31.223.54.0/24
12735,31.223.55.0,24,Türkiye,Fethiye,36.6256,29.1154,31.223.55.0/24
12735,31.223.56.0,24,Türkiye,Istanbul,41.0145,28.9533,31.223.56.0/24
12735,31.223.57.0,24,Türkiye,Istanbul,41.0247,28.9252,31.223.57.0/24
12735,31.223.58.0,24,Türkiye,Istanbul,41.0301,28.9651,31.223.58.0/24
12735,31.223.59.0,24,Türkiye,Istanbul,41.0301,28.9651,31.223.59.0/24
12735,31.223.60.0,24,Türkiye,Istanbul,41.0247,28.9252,31.223.60.0/24
12735,31.223.61.0,24,Türkiye,Istanbul,41.0247,28.9252,31.223.61.0/24
12735,31.223.62.0,24,Türkiye,Bodrum,37.0347,27.4267,31.223.62.0/24
12735,31.223.63.0,24,Türkiye,Bodrum,37.0347,27.4267,31.223.63.0/24
12735,31.223.64.0,24,Türkiye,Ankara,39.9205,32.8372,31.223.64.0/24
12735,31.223.65.0,24,Türkiye,Ankara,39.9205,32.8372,31.223.65.0/24
12735,31.223.68.0,24,Türkiye,Istanbul,41.0247,28.9252,31.223.68.0/24
12735,31.223.69.0,24,Türkiye,Adapazarı,40.7782,30.4017,31.223.69.0/24
12735,31.223.73.0,24,Türkiye,,41.0214,28.9948,31.223.73.0/24
12735,31.223.75.0,24,Türkiye,Istanbul,41.0247,28.9252,31.223.75.0/24
12735,31.223.76.0,24,Türkiye,Ankara,39.9282,32.8564,31.223.76.0/24
12735,31.223.77.0,24,Türkiye,Istanbul,41.0145,28.9533,31.223.77.0/24
12735,31.223.78.0,24,Türkiye,Antalya,36.9094,30.6946,31.223.78.0/24
12735,31.223.79.0,24,Türkiye,Kars,40.6041,43.0912,31.223.79.0/24
12735,31.223.80.0,24,Türkiye,,41.0214,28.9948,31.223.80.0/24
12735,31.223.81.0,24,Türkiye,,41.0214,28.9948,31.223.81.0/24
12735,31.223.82.0,24,Türkiye,,41.0214,28.9948,31.223.82.0/24
12735,31.223.84.0,24,Türkiye,Izmir,38.4135,27.1189,31.223.84.0/24
12735,31.223.85.0,24,Türkiye,Istanbul,41.0551,28.9347,31.223.85.0/24
12735,31.223.86.0,24,Türkiye,Istanbul,41.0247,28.9252,31.223.86.0/24
12735,31.223.87.0,24,Türkiye,Istanbul,41.0247,28.9252,31.223.87.0/24
12735,31.223.91.0,24,Türkiye,Izmir,38.4647,27.135,31.223.91.0/24
12735,31.223.92.0,24,Türkiye,,41.0214,28.9948,31.223.92.0/24
12735,31.223.93.0,24,Türkiye,,41.0214,28.9948,31.223.93.0/24
12735,31.223.94.0,24,Türkiye,Bursa,40.1556,29.0692,31.223.94.0/24
12735,31.223.95.0,24,Türkiye,Bursa,40.1556,29.0692,31.223.95.0/24
12735,31.223.96.0,24,Türkiye,Izmir,38.4123,27.1424,31.223.96.0/24
12735,31.223.99.0,24,Türkiye,Izmir,38.4767,27.0991,31.223.99.0/24
12735,31.223.100.0,23,Türkiye,Bursa,40.2344,29.0174,31.223.100.0/23
12735,31.223.100.0,24,Türkiye,Bursa,40.2344,29.0174,31.223.100.0/24
12735,31.223.102.0,24,Türkiye,Izmir,38.4123,27.1424,31.223.102.0/24
12735,31.223.103.0,24,Türkiye,Izmir,38.4123,27.1424,31.223.103.0/24
12735,31.223.105.0,24,Türkiye,Bursa,40.2171,28.9817,31.223.105.0/24
12735,31.223.106.0,24,Türkiye,,41.0214,28.9948,31.223.106.0/24
12735,31.223.108.0,24,Türkiye,Istanbul,41.0145,28.9533,31.223.108.0/24
12735,31.223.109.0,24,Türkiye,Bursa,40.2344,29.0174,31.223.109.0/24
12735,31.223.111.0,24,Türkiye,,41.0214,28.9948,31.223.111.0/24
12735,31.223.112.0,24,Türkiye,Bursa,40.2171,28.9817,31.223.112.0/24
12735,31.223.113.0,24,Türkiye,Bursa,40.2171,28.9817,31.223.113.0/24
12735,31.223.114.0,24,Türkiye,Aydin,37.6024,28.0034,31.223.114.0/24
12735,31.223.116.0,24,Türkiye,Merkezefendi,37.8088,29.0422,31.223.116.0/24
12735,31.223.117.0,24,Türkiye,Merkezefendi,37.8088,29.0422,31.223.117.0/24
12735,31.223.119.0,24,Türkiye,Bursa,40.1904,29.0266,31.223.119.0/24
12735,31.223.124.0,24,Türkiye,Antalya,36.9095,30.6949,31.223.124.0/24
12735,31.223.125.0,24,Türkiye,,41.0214,28.9948,31.223.125.0/24
12735,31.223.127.0,24,Türkiye,Istanbul,41.0197,28.9757,31.223.127.0/24
12735,95.70.128.0,24,Türkiye,Istanbul,41.03,28.9601,95.70.128.0/24
12735,95.70.129.0,24,Türkiye,Istanbul,41.03,28.9601,95.70.129.0/24
12735,95.70.130.0,24,Türkiye,Istanbul,41.0247,28.9252,95.70.130.0/24
12735,95.70.132.0,24,Türkiye,Istanbul,41.0551,28.9347,95.70.132.0/24
12735,95.70.133.0,24,Türkiye,Istanbul,41.0551,28.9347,95.70.133.0/24
12735,95.70.134.0,24,Türkiye,,41.0214,28.9948,95.70.134.0/24
12735,95.70.136.0,24,Türkiye,Istanbul,41.0145,28.9533,95.70.136.0/24
12735,95.70.137.0,24,Türkiye,Istanbul,41.0145,28.9533,95.70.137.0/24
12735,95.70.138.0,24,Türkiye,Istanbul,41.0185,28.9854,95.70.138.0/24
12735,95.70.139.0,24,Türkiye,Istanbul,41.0185,28.9854,95.70.139.0/24
12735,95.70.140.0,24,Türkiye,Istanbul,41.0301,28.9651,95.70.140.0/24
12735,95.70.141.0,24,Türkiye,Istanbul,41.0301,28.9651,95.70.141.0/24
12735,95.70.142.0,24,Türkiye,Osmangazi,40.181,29.0558,95.70.142.0/24
12735,95.70.143.0,24,Türkiye,Osmangazi,40.181,29.0558,95.70.143.0/24
12735,95.70.145.0,24,Türkiye,Istanbul,41.0247,28.9252,95.70.145.0/24
12735,95.70.146.0,24,Türkiye,Istanbul,41.0247,28.9252,95.70.146.0/24
12735,95.70.147.0,24,Türkiye,Istanbul,41.0247,28.9252,95.70.147.0/24
12735,95.70.149.0,24,Türkiye,,41.0214,28.9948,95.70.149.0/24
12735,95.70.150.0,24,Türkiye,Altindag,39.9673,32.9147,95.70.150.0/24
12735,95.70.151.0,24,Türkiye,Altindag,39.9673,32.9147,95.70.151.0/24
12735,95.70.152.0,24,Türkiye,,41.0214,28.9948,95.70.152.0/24
12735,95.70.153.0,24,Türkiye,,41.0214,28.9948,95.70.153.0/24
12735,95.70.154.0,24,Türkiye,Istanbul,41.0551,28.9347,95.70.154.0/24
12735,95.70.156.0,24,Türkiye,Istanbul,41.0145,28.9533,95.70.156.0/24
12735,95.70.157.0,24,Türkiye,Selcuklu,37.8839,32.4948,95.70.157.0/24
12735,95.70.158.0,24,Türkiye,Istanbul,41.0145,28.9533,95.70.158.0/24
12735,95.70.159.0,24,Türkiye,Istanbul,41.0145,28.9533,95.70.159.0/24
12735,95.70.160.0,24,Türkiye,Bursa,40.2344,29.0174,95.70.160.0/24
12735,95.70.161.0,24,Türkiye,Bursa,40.2344,29.0174,95.70.161.0/24
12735,95.70.162.0,24,Türkiye,Bursa,40.2344,29.0174,95.70.162.0/24
12735,95.70.163.0,24,Türkiye,Bursa,40.2344,29.0174,95.70.163.0/24
12735,95.70.166.0,24,Türkiye,Kadıköy,40.9833,29.0768,95.70.166.0/24
12735,95.70.169.0,24,Türkiye,,41.0214,28.9948,95.70.169.0/24
12735,95.70.170.0,24,Türkiye,Istanbul,41.0382,28.9864,95.70.170.0/24
12735,95.70.172.0,24,Türkiye,Istanbul,41.0145,28.9533,95.70.172.0/24
12735,95.70.173.0,24,Türkiye,Istanbul,41.0145,28.9533,95.70.173.0/24
12735,95.70.174.0,24,Türkiye,Istanbul,41.0247,28.9252,95.70.174.0/24
12735,95.70.175.0,24,Türkiye,Istanbul,41.0247,28.9252,95.70.175.0/24
12735,95.70.176.0,24,Türkiye,Umraniye,41.0329,29.1308,95.70.176.0/24
12735,95.70.177.0,24,Türkiye,Umraniye,41.0329,29.1308,95.70.177.0/24
12735,95.70.178.0,24,Türkiye,Umraniye,41.0329,29.1308,95.70.178.0/24
12735,95.70.179.0,24,Türkiye,Umraniye,41.0329,29.1308,95.70.179.0/24
12735,95.70.180.0,24,Türkiye,Atasehir,40.985,29.1187,95.70.180.0/24
12735,95.70.181.0,24,Türkiye,Atasehir,40.985,29.1187,95.70.181.0/24
12735,95.70.182.0,24,Türkiye,Istanbul,41.0145,28.9533,95.70.182.0/24
12735,95.70.183.0,24,Türkiye,Istanbul,41.0145,28.9533,95.70.183.0/24
12735,95.70.184.0,24,Türkiye,Istanbul,41.0551,28.9347,95.70.184.0/24
12735,95.70.185.0,24,Türkiye,Istanbul,41.0551,28.9347,95.70.185.0/24
12735,95.70.187.0,24,Türkiye,Istanbul,41.0551,28.9347,95.70.187.0/24
12735,95.70.188.0,24,Türkiye,Istanbul,41.0145,28.9533,95.70.188.0/24
12735,95.70.189.0,24,Türkiye,Istanbul,41.0145,28.9533,95.70.189.0/24
12735,95.70.190.0,24,Türkiye,Istanbul,41.0551,28.9347,95.70.190.0/24
12735,95.70.191.0,24,Türkiye,Istanbul,41.0551,28.9347,95.70.191.0/24
12735,95.70.192.0,24,Türkiye,Eskişehir,39.7302,30.5345,95.70.192.0/24
12735,95.70.193.0,24,Türkiye,,41.0214,28.9948,95.70.193.0/24
12735,95.70.194.0,24,Türkiye,Istanbul,41.0301,28.9651,95.70.194.0/24
12735,95.70.196.0,24,Türkiye,Istanbul,41.0145,28.9533,95.70.196.0/24
12735,95.70.197.0,24,Türkiye,Istanbul,41.0145,28.9533,95.70.197.0/24
12735,95.70.198.0,24,Türkiye,,41.0214,28.9948,95.70.198.0/24
12735,95.70.200.0,24,Türkiye,Istanbul,41.0145,28.9533,95.70.200.0/24
12735,95.70.201.0,24,Türkiye,Istanbul,41.0145,28.9533,95.70.201.0/24
12735,95.70.203.0,24,Türkiye,,41.0214,28.9948,95.70.203.0/24
12735,95.70.204.0,24,Türkiye,,41.0214,28.9948,95.70.204.0/24
12735,95.70.206.0,24,Türkiye,Istanbul,41.0551,28.9347,95.70.206.0/24
12735,95.70.207.0,24,Türkiye,Istanbul,41.0551,28.9347,95.70.207.0/24
12735,95.70.208.0,24,Türkiye,,41.0214,28.9948,95.70.208.0/24
12735,95.70.210.0,24,Türkiye,Istanbul,41.0247,28.9252,95.70.210.0/24
12735,95.70.211.0,24,Türkiye,,41.0214,28.9948,95.70.211.0/24
12735,95.70.212.0,24,Türkiye,,41.0214,28.9948,95.70.212.0/24
