Source_IP,Destination_Name,Destination_IP,Last_Valid_Hop,RTT,Success?,Destination_IP_responded,Destination_RTT
37.128.230.22,185.1.103.97,185.1.103.97,"(2, ['37.128.239.145'], 9)",[6.364666666666666],False,x,x
10.1.0.99,185.1.103.97,185.1.103.97,"(5, ['136.255.248.202'], 12)",[12.279666666666666],False,x,x
193.168.186.235,185.1.103.97,185.1.103.97,"(3, ['62.115.62.249'], 4)",[1.2845],False,x,x
192.168.1.235,185.1.103.97,185.1.103.97,"(4, ['81.22.150.2'], 15)",[3.4043333333333337],False,x,x
172.20.99.250,185.1.103.97,185.1.103.97,"(4, ['37.128.239.145'], 11)",[8.777999999999999],False,x,x
192.168.1.100,185.1.103.97,185.1.103.97,"(3, ['37.128.239.121'], 10)",[10.062],False,x,x
10.138.30.40,185.1.103.97,185.1.103.97,"(-1, [], 9)",[0.7406666666666667],False,x,x
172.16.0.100,185.1.103.97,185.1.103.97,"(3, ['86.104.178.173'], 10)",[1.3656666666666666],False,x,x
192.168.1.57,185.1.103.97,185.1.103.97,"(-1, [], 9)",[0.5873333333333334],False,x,x
192.168.100.67,185.1.103.97,185.1.103.97,"(-1, [], 9)",[4.019333333333333],False,x,x
10.1.5.212,185.1.103.97,185.1.103.97,"(5, ['136.255.248.202'], 12)",[10.739333333333333],False,x,x
192.168.0.115,185.1.103.97,185.1.103.97,"(2, ['136.255.248.202'], 9)",[12.395666666666665],False,x,x
192.168.100.217,185.1.103.97,185.1.103.97,"(2, ['80.86.97.149'], 9)",[2.0236666666666667],False,x,x
192.168.2.104,185.1.103.97,185.1.103.97,"(-1, [], 11)",[3.860333333333333],False,x,x
192.168.3.102,185.1.103.97,185.1.103.97,"(-1, [], 10)",[],False,x,x
10.2.2.20,185.1.103.97,185.1.103.97,"(-1, [], 9)",[0.4266666666666667],False,x,x
192.168.69.254,185.1.103.97,185.1.103.97,"(-1, [], 9)",[0.9510000000000001],False,x,x
10.222.192.125,185.1.103.97,185.1.103.97,"(-1, [], 10)",[0.451],False,x,x
192.168.0.4,185.1.103.97,185.1.103.97,"(-1, [], 9)",[0.6693333333333333],False,x,x
192.168.68.71,185.1.103.97,185.1.103.97,"(-1, [], 10)",[0.592],False,x,x
194.42.102.9,185.1.103.97,185.1.103.97,"(1, ['62.115.62.249'], 2)",[1.0270000000000001],False,x,x
192.168.0.55,185.1.103.97,185.1.103.97,"(5, ['172.71.240.4'], 12)",[1617.3863333333331],False,x,x
192.168.24.187,185.1.103.97,185.1.103.97,"(-1, [], 10)",[0.8700000000000001],False,x,x
10.1.0.34,185.1.103.97,185.1.103.97,"(-1, [], 9)",[0.5026666666666667],False,x,x
192.168.1.12,185.1.103.97,185.1.103.97,"(-1, [], 8)",[0.8786666666666667],False,x,x
192.168.1.158,185.1.103.97,185.1.103.97,"(-1, [], 10)",[4.731000000000001],False,x,x
176.52.185.126,185.1.103.97,185.1.103.97,"(6, ['185.1.103.97'], 7)",[30.525],True,x,x
192.168.253.191,185.1.103.97,185.1.103.97,"(2, ['89.40.196.49'], 9)",[1.2156666666666667],False,x,x
192.168.100.5,185.1.103.97,185.1.103.97,"(5, ['37.128.239.145'], 12)",[4.429333333333333],False,x,x
192.168.0.192,185.1.103.97,185.1.103.97,"(4, ['185.1.103.97'], 5)",[37.461],True,x,x
10.10.0.9,185.1.103.97,185.1.103.97,"(-1, [], 15)",[1.1820000000000002],False,x,x
192.168.88.11,185.1.103.97,185.1.103.97,"(-1, [], 10)",[1.349],False,x,x
10.24.17.70,185.1.103.97,185.1.103.97,"(-1, [], 9)",[0.8249999999999998],False,x,x
85.120.244.46,185.1.103.97,185.1.103.97,"(3, ['185.1.103.97'], 4)",[35.412],True,x,x
10.134.151.150,185.1.103.97,185.1.103.97,"(-1, [], 9)",[1.284],False,x,x
185.214.104.93,185.1.103.97,185.1.103.97,"(1, ['89.37.126.137'], 8)",[2.2726666666666664],False,x,x
44.128.12.240,185.1.103.97,185.1.103.97,"(0, ['44.128.12.254'], 9)",[0.9746666666666665],False,x,x
192.168.130.50,185.1.103.97,185.1.103.97,"(-1, [], 9)",[1.167],False,x,x
192.168.0.171,185.1.103.97,185.1.103.97,"(6, ['136.255.248.202'], 13)",[20.209],False,x,x
192.168.1.126,185.1.103.97,185.1.103.97,"(-1, [], 10)",[1.2086666666666668],False,x,x
185.173.16.70,185.1.103.97,185.1.103.97,"(0, ['185.173.16.65'], 7)",[1.0416666666666667],False,x,x
172.31.36.10,185.1.103.97,185.1.103.97,"(5, ['136.255.248.202'], 12)",[10.767666666666665],False,x,x
192.168.1.246,185.1.103.97,185.1.103.97,"(-1, [], 10)",[1.2943333333333333],False,x,x
192.168.1.146,185.1.103.97,185.1.103.97,"(1, ['109.102.24.129'], 12)",[2.6536666666666666],False,x,x
100.99.99.252,185.1.103.97,185.1.103.97,"(2, ['92.80.245.109'], 13)",[1.8150000000000002],False,x,x
192.168.0.33,185.1.103.97,185.1.103.97,"(5, ['91.186.184.37'], 6)",[6.912],False,x,x
192.168.192.38,185.1.103.97,185.1.103.97,"(5, ['185.1.103.97'], 6)",[30.381],True,x,x
192.168.0.184,185.1.103.97,185.1.103.97,"(-1, [], 9)",[1.066],False,x,x
192.168.0.197,185.1.103.97,185.1.103.97,"(-1, [], 9)",[1.1706666666666667],False,x,x
194.9.92.4,185.1.103.97,185.1.103.97,"(1, ['62.115.62.249'], 2)",[1.488],False,x,x
10.10.10.54,185.1.103.97,185.1.103.97,"(5, ['185.1.103.97'], 6)",[32.09],True,x,x
185.173.16.151,185.1.103.97,185.1.103.97,"(0, ['185.173.16.130'], 7)",[0.552],False,x,x
86.107.73.26,185.1.103.97,185.1.103.97,"(0, ['86.107.73.2'], 3)",[1.768],False,x,x
93.113.126.132,185.1.103.97,185.1.103.97,"(0, ['93.113.126.129'], 3)",[1.4313333333333331],False,x,x
91.220.63.87,185.1.103.97,185.1.103.97,"(1, ['89.238.233.57'], 8)",[0.8033333333333333],False,x,x
185.86.67.69,185.1.103.97,185.1.103.97,"(3, ['91.186.184.37'], 4)",[1.0136666666666665],False,x,x
