,Source_IP,Destination_Name,Destination_IP,Last_Valid_Hop,RTT,Success?,Destination_IP_responded,Destination_RTT,possibly_reached?
22,10.138.30.40,86.104.125.176,86.104.125.176,"(-1, [], 9)",[0.5216666666666666],False,x,x,False
23,172.16.0.100,86.104.125.176,86.104.125.176,"(3, ['195.28.185.189'], 12)",[1.2656666666666667],False,x,x,True
24,192.168.1.57,86.104.125.176,86.104.125.176,"(-1, [], 9)",[0.4373333333333333],False,x,x,False
25,192.168.100.67,86.104.125.176,86.104.125.176,"(-1, [], 9)",[3.999333333333333],False,x,x,False
26,10.1.5.212,86.104.125.176,86.104.125.176,"(3, ['62.121.99.1'], 10)",[9.862],False,x,x,False
27,192.168.0.115,86.104.125.176,86.104.125.176,"(1, ['89.44.208.118'], 8)",[13.374],False,x,x,False
28,192.168.100.217,86.104.125.176,86.104.125.176,"(2, ['80.86.97.149'], 9)",[1.7700000000000002],False,x,x,True
29,192.168.2.104,86.104.125.176,86.104.125.176,"(-1, [], 11)",[4.926333333333333],False,x,x,False
30,10.2.2.20,86.104.125.176,86.104.125.176,"(-1, [], 9)",[0.4186666666666667],False,x,x,False
31,192.168.69.254,86.104.125.176,86.104.125.176,"(-1, [], 9)",[0.7496666666666667],False,x,x,False
32,10.222.192.125,86.104.125.176,86.104.125.176,"(-1, [], 10)",[0.4053333333333333],False,x,x,False
33,192.168.0.4,86.104.125.176,86.104.125.176,"(-1, [], 9)",[0.49633333333333335],False,x,x,False
34,194.42.102.9,86.104.125.176,86.104.125.176,"(0, ['194.42.102.1'], 7)",[0.48100000000000004],False,x,x,False
35,192.168.0.55,86.104.125.176,86.104.125.176,"(1, ['185.132.173.65'], 10)",[0.9856666666666666],False,x,x,False
36,192.168.24.187,86.104.125.176,86.104.125.176,"(-1, [], 10)",[0.8976666666666667],False,x,x,False
37,10.1.0.34,86.104.125.176,86.104.125.176,"(-1, [], 9)",[0.685],False,x,x,False
38,192.168.1.12,86.104.125.176,86.104.125.176,"(-1, [], 8)",[0.906],False,x,x,False
39,192.168.1.158,86.104.125.176,86.104.125.176,"(-1, [], 10)",[4.987666666666667],False,x,x,False
40,176.52.185.126,86.104.125.176,86.104.125.176,"(6, ['136.255.248.202'], 13)",[11.316666666666668],False,x,x,True
41,192.168.253.191,86.104.125.176,86.104.125.176,"(2, ['89.40.196.49'], 9)",[1.3246666666666667],False,x,x,True
42,192.168.100.5,86.104.125.176,86.104.125.176,"(5, ['37.128.239.145'], 12)",[3.7130000000000005],False,x,x,True
43,192.168.0.192,86.104.125.176,86.104.125.176,"(2, ['78.96.208.1'], 9)",[9.602],False,x,x,False
44,10.10.0.9,86.104.125.176,86.104.125.176,"(-1, [], 15)",[1.358666666666667],False,x,x,False
45,10.24.17.70,86.104.125.176,86.104.125.176,"(-1, [], 9)",[0.8556666666666667],False,x,x,False
46,85.120.244.46,86.104.125.176,86.104.125.176,"(0, ['85.120.244.1'], 9)",[1.3316666666666668],False,x,x,False
47,10.134.151.150,86.104.125.176,86.104.125.176,"(-1, [], 9)",[1.1209999999999998],False,x,x,False
48,185.214.104.93,86.104.125.176,86.104.125.176,"(1, ['89.37.126.137'], 8)",[2.8563333333333336],False,x,x,True
49,44.128.12.240,86.104.125.176,86.104.125.176,"(0, ['44.128.12.254'], 9)",[1.042],False,x,x,False
50,192.168.130.50,86.104.125.176,86.104.125.176,"(-1, [], 9)",[1.2456666666666667],False,x,x,False
51,192.168.0.171,86.104.125.176,86.104.125.176,"(6, ['136.255.248.202'], 13)",[20.588666666666665],False,x,x,True
52,185.173.16.70,86.104.125.176,86.104.125.176,"(0, ['185.173.16.65'], 7)",[1.4483333333333333],False,x,x,False
53,172.31.36.10,86.104.125.176,86.104.125.176,"(4, ['85.122.180.10'], 11)",[1.3115],False,x,x,False
54,192.168.1.246,86.104.125.176,86.104.125.176,"(-1, [], 10)",[1.1876666666666666],False,x,x,False
55,192.168.1.146,86.104.125.176,86.104.125.176,"(1, ['109.102.24.129'], 13)",[2.7449999999999997],False,x,x,False
56,100.99.99.252,86.104.125.176,86.104.125.176,"(2, ['92.80.245.109'], 11)",[2.1040000000000005],False,x,x,True
57,192.168.0.33,86.104.125.176,86.104.125.176,"(1, ['194.40.210.1'], 8)",[0.8540000000000001],False,x,x,False
58,192.168.192.38,86.104.125.176,86.104.125.176,"(1, ['89.42.203.129'], 8)",[1.0426666666666666],False,x,x,False
59,192.168.0.184,86.104.125.176,86.104.125.176,"(-1, [], 9)",[0.778],False,x,x,False
60,194.9.92.4,86.104.125.176,86.104.125.176,"(0, ['194.9.92.1'], 2)",[0.7133333333333334],True,x,x,True
61,10.10.10.54,86.104.125.176,86.104.125.176,"(1, ['89.34.110.1'], 8)",[3.135666666666667],False,x,x,False
62,185.173.16.151,86.104.125.176,86.104.125.176,"(0, ['185.173.16.130'], 7)",[0.6193333333333334],False,x,x,False
63,93.113.126.132,86.104.125.176,86.104.125.176,"(3, ['89.238.218.213'], 11)",[0.4036666666666666],False,x,x,True
64,185.86.67.69,86.104.125.176,86.104.125.176,"(0, ['185.86.67.65'], 7)",[0.7336666666666666],False,x,x,False
65,93.114.194.226,86.104.125.176,86.104.125.176,"(2, ['193.251.252.199'], 3)",[0.872],False,x,x,True
66,172.27.0.2,86.104.125.176,86.104.125.176,"(-1, [], 11)",[0.10833333333333334],False,x,x,False
67,192.168.3.102,86.104.125.176,86.104.125.176,"(-1, [], 10)",[],False,x,x,False
68,192.168.68.71,86.104.125.176,86.104.125.176,"(-1, [], 10)",[0.7916666666666666],False,x,x,False
69,192.168.88.11,86.104.125.176,86.104.125.176,"(-1, [], 10)",[1.0476666666666665],False,x,x,False
70,192.168.1.126,86.104.125.176,86.104.125.176,"(-1, [], 10)",[1.0366666666666668],False,x,x,False
71,192.168.0.197,86.104.125.176,86.104.125.176,"(-1, [], 9)",[1.0396666666666667],False,x,x,False
72,91.220.63.87,86.104.125.176,86.104.125.176,"(1, ['89.238.233.57'], 10)",[1.0110000000000001],False,x,x,True
73,86.107.73.26,86.104.125.176,86.104.125.176,"(2, ['89.238.255.9'], 5)",[0.455],True,x,x,True
