Source_IP,Destination_Name,Destination_IP,Last_Valid_Hop,RTT,Success?,Destination_IP_responded,Destination_RTT
185.248.199.254,185.1.103.77,185.1.103.77,"(3, ['193.27.65.226'], 10)",[0.325],False,x,x
10.81.80.5,185.1.103.77,185.1.103.77,"(-1, [], 9)",[1.2293333333333332],False,x,x
10.10.10.53,185.1.103.77,185.1.103.77,"(8, ['136.255.248.202'], 15)",[16.747666666666667],False,x,x
86.125.46.138,185.1.103.77,185.1.103.77,"(-1, [], 9)",[1.1853333333333333],False,x,x
172.31.0.101,185.1.103.77,185.1.103.77,"(-1, [], 6)",[],False,x,x
194.5.208.41,185.1.103.77,185.1.103.77,"(1, ['86.127.160.165'], 8)",[0.5713333333333334],False,x,x
188.241.118.205,185.1.103.77,185.1.103.77,"(4, ['193.27.65.254'], 11)",[0.5293333333333333],False,x,x
89.40.214.132,185.1.103.77,185.1.103.77,"(0, ['86.105.155.193'], 8)",[2.2346666666666666],False,x,x
192.168.100.24,185.1.103.77,185.1.103.77,"(-1, [], 9)",[0.8936666666666667],False,x,x
93.114.194.226,185.1.103.77,185.1.103.77,"(2, ['193.251.252.199'], 3)",[0.7735000000000001],False,x,x
172.27.0.2,185.1.103.77,185.1.103.77,"(-1, [], 11)",[0.10200000000000002],False,x,x
10.0.11.178,185.1.103.77,185.1.103.77,"(1, ['185.150.18.1'], 9)",[0.6960000000000001],False,x,x
45.134.48.142,185.1.103.77,185.1.103.77,"(6, ['136.255.248.202'], 13)",[21.953666666666663],False,x,x
172.31.0.248,185.1.103.77,185.1.103.77,"(-1, [], 6)",[],False,x,x
185.173.16.150,185.1.103.77,185.1.103.77,"(0, ['185.173.16.130'], 7)",[0.5406666666666667],False,x,x
192.168.168.107,185.1.103.77,185.1.103.77,"(1, ['46.214.145.1', '46.214.145.129'], 13)","[2.7675, 2.323]",False,x,x
192.168.100.120,185.1.103.77,185.1.103.77,"(-1, [], 10)",[0.48633333333333334],False,x,x
89.33.97.218,185.1.103.77,185.1.103.77,"(1, ['89.37.120.161'], 8)",[0.8686666666666666],False,x,x
37.128.230.22,185.1.103.77,185.1.103.77,"(2, ['37.128.239.145'], 9)",[5.719666666666666],False,x,x
10.1.0.99,185.1.103.77,185.1.103.77,"(4, ['136.255.248.202'], 11)",[10.745333333333335],False,x,x
193.168.186.235,185.1.103.77,185.1.103.77,"(3, ['62.115.62.249'], 4)",[1.191],False,x,x
