,Source_IP,Destination_Name,Destination_IP,Last_Valid_Hop,RTT,Success?,Destination_IP_responded,Destination_RTT,possibly_reached?
51,172.31.36.10,185.1.103.94,185.1.103.94,"(6, ['185.1.103.94'], 7)",[37.94133333333334],True,x,x,True
52,192.168.1.246,185.1.103.94,185.1.103.94,"(-1, [], 10)",[1.123],False,x,x,False
53,192.168.1.146,185.1.103.94,185.1.103.94,"(1, ['109.102.24.129'], 12)",[2.800333333333333],False,x,x,False
54,100.99.99.252,185.1.103.94,185.1.103.94,"(2, ['92.80.245.109'], 13)",[2.12],False,x,x,True
55,192.168.0.33,185.1.103.94,185.1.103.94,"(5, ['91.186.184.29'], 6)",[6.768666666666667],False,x,x,True
56,192.168.192.38,185.1.103.94,185.1.103.94,"(5, ['185.1.103.94'], 6)",[27.418333333333333],True,x,x,True
57,192.168.0.184,185.1.103.94,185.1.103.94,"(-1, [], 9)",[0.7559999999999999],False,x,x,False
58,194.9.92.4,185.1.103.94,185.1.103.94,"(1, ['62.115.62.249'], 2)",[1.5825],False,x,x,True
59,93.113.126.132,185.1.103.94,185.1.103.94,"(0, ['93.113.126.129'], 3)",[1.4236666666666666],False,x,x,False
60,185.86.67.69,185.1.103.94,185.1.103.94,"(3, ['91.186.184.41'], 4)",[0.9536666666666666],False,x,x,True
61,93.114.194.226,185.1.103.94,185.1.103.94,"(2, ['193.251.252.199'], 3)",[0.7975],False,x,x,True
62,172.27.0.2,185.1.103.94,185.1.103.94,"(-1, [], 14)",[0.09233333333333334],False,x,x,False
63,172.20.99.250,185.1.103.94,185.1.103.94,"(4, ['37.128.239.145'], 11)",[9.14],False,x,x,True
64,192.168.3.102,185.1.103.94,185.1.103.94,"(-1, [], 10)",[],False,x,x,False
65,192.168.68.71,185.1.103.94,185.1.103.94,"(-1, [], 10)",[0.7799999999999999],False,x,x,False
66,192.168.100.5,185.1.103.94,185.1.103.94,"(5, ['37.128.239.145'], 12)",[2.75],False,x,x,True
67,192.168.88.11,185.1.103.94,185.1.103.94,"(-1, [], 10)",[0.8933333333333334],False,x,x,False
68,192.168.1.126,185.1.103.94,185.1.103.94,"(-1, [], 10)",[1.4086666666666667],False,x,x,False
69,192.168.0.197,185.1.103.94,185.1.103.94,"(-1, [], 9)",[1.3396666666666668],False,x,x,False
70,10.10.10.54,185.1.103.94,185.1.103.94,"(5, ['185.1.103.94'], 6)",[31.238333333333333],True,x,x,True
71,185.173.16.151,185.1.103.94,185.1.103.94,"(0, ['185.173.16.130'], 7)",[0.578],False,x,x,False
72,91.220.63.87,185.1.103.94,185.1.103.94,"(4, ['185.1.103.94'], 5)",[26.6415],True,x,x,True
73,86.107.73.26,185.1.103.94,185.1.103.94,"(0, ['86.107.73.2'], 3)",[0.5986666666666666],False,x,x,False
