Source_IP,Destination_Name,Destination_IP,Last_Valid_Hop,RTT,Success?,Destination_IP_responded,Destination_RTT
172.18.0.2,185.1.234.10,185.1.234.10,"(2, ['213.81.232.198'], 9)",[3.7723333333333335],False,x,x
172.20.11.11,185.1.234.10,185.1.234.10,"(4, ['62.168.99.61'], 11)",[10.121333333333332],False,x,x
78.141.76.187,185.1.234.10,185.1.234.10,"(0, ['78.141.76.1'], 8)",[7.262333333333333],False,x,x
10.0.109.52,185.1.234.10,185.1.234.10,"(-1, [], 7)",[1.431],False,x,x
82.119.102.146,185.1.234.10,185.1.234.10,"(2, ['217.23.241.62'], 3)",[8.294],False,x,x
192.168.100.2,185.1.234.10,185.1.234.10,"(4, ['213.151.198.94'], 11)",[9.970333333333334],False,x,x
45.95.11.135,185.1.234.10,185.1.234.10,"(4, ['185.176.72.94'], 11)",[1.8090000000000002],False,x,x
192.168.100.18,185.1.234.10,185.1.234.10,"(2, ['213.151.193.65'], 9)",[4.896],False,x,x
176.116.104.49,185.1.234.10,185.1.234.10,"(8, ['185.171.141.40'], 15)",[10.950666666666669],False,x,x
172.17.0.2,185.1.234.10,185.1.234.10,"(5, ['62.168.110.65'], 12)",[6.312],False,x,x
10.10.66.17,185.1.234.10,185.1.234.10,"(1, ['213.81.232.193'], 8)",[2.7099999999999995],False,x,x
192.108.131.3,185.1.234.10,185.1.234.10,"(2, ['62.168.110.65'], 9)",[5.389666666666667],False,x,x
192.168.2.5,185.1.234.10,185.1.234.10,"(-1, [], 8)",[0.7596666666666666],False,x,x
192.168.0.67,185.1.234.10,185.1.234.10,"(-1, [], 8)",[0.4813333333333334],False,x,x
80.87.217.250,185.1.234.10,185.1.234.10,"(3, ['80.87.211.8'], 5)",[7.291333333333333],True,x,x
80.87.217.242,185.1.234.10,185.1.234.10,"(5, ['80.87.211.8'], 7)",[6.913333333333334],True,x,x
80.242.36.134,185.1.234.10,185.1.234.10,"(0, ['80.242.36.129'], 2)",[1.1969999999999998],True,x,x
10.1.1.182,185.1.234.10,185.1.234.10,"(3, ['62.168.99.65'], 10)",[6.656333333333333],False,x,x
10.12.99.253,185.1.234.10,185.1.234.10,"(8, ['87.244.236.30'], 15)",[3.0973333333333337],False,x,x
31.170.64.141,185.1.234.10,185.1.234.10,"(3, ['87.244.238.78'], 10)",[8.720666666666666],False,x,x
10.1.30.13,185.1.234.10,185.1.234.10,"(4, ['185.213.144.241'], 14)",[2.7183333333333333],False,x,x
10.0.12.188,185.1.234.10,185.1.234.10,"(2, ['213.81.232.193'], 9)",[2.542666666666667],False,x,x
192.168.1.66,185.1.234.10,185.1.234.10,"(6, ['213.151.198.94'], 13)",[10.684666666666667],False,x,x
10.129.8.128,185.1.234.10,185.1.234.10,"(1, ['212.89.225.129'], 8)",[0.649],False,x,x
172.30.19.220,185.1.234.10,185.1.234.10,"(6, ['84.47.111.149'], 14)",[3.6536666666666666],False,x,x
192.168.3.3,185.1.234.10,185.1.234.10,"(4, ['217.145.199.1'], 11)",[7.176333333333333],False,x,x
192.168.1.26,185.1.234.10,185.1.234.10,"(1, ['213.81.232.198'], 8)",[4.002],False,x,x
192.168.1.223,185.1.234.10,185.1.234.10,"(1, ['213.81.233.157'], 8)",[2.5933333333333333],False,x,x
192.168.100.51,185.1.234.10,185.1.234.10,"(4, ['213.151.198.94'], 11)",[10.666333333333334],False,x,x
192.168.3.254,185.1.234.10,185.1.234.10,"(4, ['62.168.99.65'], 11)",[6.659666666666666],False,x,x
172.22.16.160,185.1.234.10,185.1.234.10,"(11, ['87.244.236.30'], 18)",[6.585],False,x,x
192.168.0.15,185.1.234.10,185.1.234.10,"(5, ['62.115.45.30'], 6)",[8.248999999999999],False,x,x
10.0.1.22,185.1.234.10,185.1.234.10,"(2, ['185.213.144.65'], 10)",[4.6000000000000005],False,x,x
192.168.1.22,185.1.234.10,185.1.234.10,"(1, ['213.81.232.193'], 8)",[2.9433333333333334],False,x,x
192.168.0.153,185.1.234.10,185.1.234.10,"(2, ['178.143.195.1'], 10)",[6.775000000000001],False,x,x
192.168.1.254,185.1.234.10,185.1.234.10,"(1, ['213.81.232.193'], 8)",[2.6149999999999998],False,x,x
192.168.30.110,185.1.234.10,185.1.234.10,"(1, ['92.60.50.253'], 8)",[2.0046666666666666],False,x,x
192.168.2.127,185.1.234.10,185.1.234.10,"(3, ['213.151.193.65'], 10)",[4.683666666666667],False,x,x
212.5.219.226,185.1.234.10,185.1.234.10,"(0, ['212.5.219.225'], 7)",[1.391],False,x,x
10.1.0.12,185.1.234.10,185.1.234.10,"(2, ['213.81.232.250'], 9)",[3.4619999999999997],False,x,x
192.168.2.27,185.1.234.10,185.1.234.10,"(2, ['213.81.232.198'], 9)",[4.3355],False,x,x
192.168.5.253,185.1.234.10,185.1.234.10,"(3, ['62.168.99.65'], 10)",[6.414333333333334],False,x,x
10.240.0.230,185.1.234.10,185.1.234.10,"(31, ['88.212.0.69'], 32)",[4.148666666666666],False,x,x
91.221.4.240,185.1.234.10,185.1.234.10,"(3, ['185.171.141.61'], 10)",[4.9366666666666665],False,x,x
