Source_IP,Destination_Name,Destination_IP,Last_Valid_Hop,RTT,Success?,Destination_IP_responded,Destination_RTT
185.248.199.254,185.1.150.0,185.1.150.0,"(4, ['80.97.248.63'], 11)",[0.7286666666666667],False,x,x
10.81.80.5,185.1.150.0,185.1.150.0,"(-1, [], 10)",[1.19],False,x,x
10.10.10.53,185.1.150.0,185.1.150.0,"(12, ['85.9.9.57'], 19)",[16.651],False,x,x
86.125.46.138,185.1.150.0,185.1.150.0,"(-1, [], 9)",[1.342],False,x,x
172.31.0.101,185.1.150.0,185.1.150.0,"(1, ['91.212.162.2'], 12)",[0.36633333333333334],False,x,x
194.5.208.41,185.1.150.0,185.1.150.0,"(1, ['86.127.160.165'], 8)",[0.6183333333333333],False,x,x
188.241.118.205,185.1.150.0,185.1.150.0,"(7, ['184.104.177.115'], 8)",[1.0036666666666667],False,x,x
89.40.214.132,185.1.150.0,185.1.150.0,"(4, ['184.104.177.114'], 5)",[0.9199999999999999],False,x,x
192.168.100.24,185.1.150.0,185.1.150.0,"(-1, [], 10)",[0.7876666666666666],False,x,x
93.114.194.226,185.1.150.0,185.1.150.0,"(8, ['184.104.177.115'], 9)",[31.311000000000003],False,x,x
172.27.0.2,185.1.150.0,185.1.150.0,"(-1, [], 11)",[0.07666666666666667],False,x,x
10.0.11.178,185.1.150.0,185.1.150.0,"(1, ['185.150.18.1'], 10)",[1.3803333333333334],False,x,x
45.134.48.142,185.1.150.0,185.1.150.0,"(6, ['184.104.177.114'], 7)",[24.111333333333334],False,x,x
172.31.0.248,185.1.150.0,185.1.150.0,"(1, ['91.212.162.2'], 12)",[0.3466666666666667],False,x,x
185.173.16.150,185.1.150.0,185.1.150.0,"(2, ['81.196.8.33'], 9)",[2.4410000000000003],False,x,x
192.168.168.107,185.1.150.0,185.1.150.0,"(8, ['92.87.1.230'], 16)",[10.655666666666667],False,x,x
192.168.100.120,185.1.150.0,185.1.150.0,"(-1, [], 10)",[0.46466666666666673],False,x,x
89.33.97.218,185.1.150.0,185.1.150.0,"(0, ['89.33.97.217'], 8)",[0.7213333333333334],False,x,x
37.128.230.22,185.1.150.0,185.1.150.0,"(9, ['212.146.87.178'], 10)",[17.866],False,x,x
10.1.0.99,185.1.150.0,185.1.150.0,"(7, ['85.9.9.57'], 14)",[10.796666666666667],False,x,x
193.168.186.235,185.1.150.0,185.1.150.0,"(0, ['193.168.186.225'], 9)",[0.323],False,x,x
192.168.1.235,185.1.150.0,185.1.150.0,"(9, ['92.87.1.230'], 17)",[6.666333333333333],False,x,x
172.20.99.250,185.1.150.0,185.1.150.0,"(9, ['85.9.52.158'], 16)",[38.79933333333334],False,x,x
192.168.1.100,185.1.150.0,185.1.150.0,"(8, ['85.9.52.158'], 15)",[40.86566666666667],False,x,x
10.138.30.40,185.1.150.0,185.1.150.0,"(-1, [], 10)",[1.5133333333333334],False,x,x
172.16.0.100,185.1.150.0,185.1.150.0,"(3, ['195.28.185.185'], 12)",[1.2009999999999998],False,x,x
192.168.1.57,185.1.150.0,185.1.150.0,"(-1, [], 10)",[1.5010000000000001],False,x,x
192.168.100.67,185.1.150.0,185.1.150.0,"(-1, [], 10)",[1.5139999999999998],False,x,x
10.1.5.212,185.1.150.0,185.1.150.0,"(7, ['85.9.9.57'], 14)",[10.078333333333333],False,x,x
192.168.0.115,185.1.150.0,185.1.150.0,"(6, ['85.9.9.57'], 13)",[14.893],False,x,x
192.168.100.217,185.1.150.0,185.1.150.0,"(3, ['81.196.193.29'], 10)",[1.421],False,x,x
192.168.2.104,185.1.150.0,185.1.150.0,"(-1, [], 11)",[4.045333333333333],False,x,x
192.168.3.102,185.1.150.0,185.1.150.0,"(-1, [], 11)",[],False,x,x
10.2.2.20,185.1.150.0,185.1.150.0,"(-1, [], 10)",[0.4126666666666667],False,x,x
192.168.69.254,185.1.150.0,185.1.150.0,"(-1, [], 10)",[0.6776666666666666],False,x,x
10.222.192.125,185.1.150.0,185.1.150.0,"(-1, [], 10)",[0.3263333333333333],False,x,x
