,Source_IP,Destination_Name,Destination_IP,Last_Valid_Hop,RTT,Success?,Destination_IP_responded,Destination_RTT,possibly_reached?
57,185.173.16.70,85.0.0.253,85.0.0.253,"(9, ['138.187.129.248'], 16)",[30.451666666666668],False,x,x,True
58,172.31.36.10,85.0.0.253,85.0.0.253,"(9, ['138.187.129.248'], 16)",[37.10333333333333],False,x,x,True
59,192.168.1.246,85.0.0.253,85.0.0.253,"(8, ['138.187.130.23'], 15)",[48.60466666666667],False,x,x,True
60,192.168.1.146,85.0.0.253,85.0.0.253,"(9, ['138.187.130.23'], 16)",[47.38033333333333],False,x,x,True
61,100.99.99.252,85.0.0.253,85.0.0.253,"(10, ['138.187.130.23'], 17)",[47.86233333333333],False,x,x,True
62,192.168.0.33,85.0.0.253,85.0.0.253,"(11, ['138.187.130.39'], 18)",[35.488],False,x,x,True
63,192.168.192.38,85.0.0.253,85.0.0.253,"(6, ['138.187.129.150'], 13)",[31.76533333333333],False,x,x,True
64,192.168.0.184,85.0.0.253,85.0.0.253,"(7, ['138.187.130.23'], 14)",[35.65566666666667],False,x,x,True
65,192.168.0.197,85.0.0.253,85.0.0.253,"(7, ['138.187.129.66'], 14)",[42.596666666666664],False,x,x,True
66,194.9.92.4,85.0.0.253,85.0.0.253,"(4, ['138.187.130.23'], 11)",[36.36633333333333],False,x,x,True
67,10.10.10.54,85.0.0.253,85.0.0.253,"(8, ['138.187.129.248'], 15)",[32.362],False,x,x,True
68,185.173.16.151,85.0.0.253,85.0.0.253,"(8, ['138.187.129.248'], 15)",[29.953999999999997],False,x,x,True
69,93.113.126.132,85.0.0.253,85.0.0.253,"(0, ['93.113.126.129'], 8)",[1.6239999999999999],False,x,x,False
70,91.220.63.87,85.0.0.253,85.0.0.253,"(8, ['193.5.122.36'], 15)",[32.99433333333333],False,x,x,True
71,185.86.67.69,85.0.0.253,85.0.0.253,"(9, ['138.187.130.39'], 16)",[36.225],False,x,x,True
72,192.168.88.11,85.0.0.253,85.0.0.253,"(8, ['138.187.130.23'], 15)",[36.97],False,x,x,True
73,86.107.73.26,85.0.0.253,85.0.0.253,"(7, ['138.187.130.23'], 14)",[38.632],False,x,x,True
