Source_IP,Destination_Name,Destination_IP,Last_Valid_Hop,RTT,Success?,Destination_IP_responded,Destination_RTT
10.24.17.70,86.104.125.80,86.104.125.80,"(-1, [], 9)",[0.9349999999999999],False,x,x
85.120.244.46,86.104.125.80,86.104.125.80,"(0, ['85.120.244.1'], 4)",[1.147],True,x,x
10.134.151.150,86.104.125.80,86.104.125.80,"(5, ['185.1.103.100'], 6)",[12.001666666666667],False,x,x
185.214.104.93,86.104.125.80,86.104.125.80,"(1, ['89.37.126.137'], 3)",[1.3133333333333332],True,x,x
44.128.12.240,86.104.125.80,86.104.125.80,"(0, ['44.128.12.254'], 9)",[0.9733333333333333],False,x,x
192.168.130.50,86.104.125.80,86.104.125.80,"(-1, [], 9)",[1.0719999999999998],False,x,x
192.168.0.171,86.104.125.80,86.104.125.80,"(7, ['136.255.248.202'], 14)",[19.18133333333333],False,x,x
185.173.16.70,86.104.125.80,86.104.125.80,"(0, ['185.173.16.65'], 7)",[0.9906666666666667],False,x,x
172.31.36.10,86.104.125.80,86.104.125.80,"(1, ['85.122.180.10'], 3)",[1.8079999999999998],True,x,x
192.168.1.246,86.104.125.80,86.104.125.80,"(6, ['185.1.103.100'], 7)",[2.7409999999999997],False,x,x
192.168.1.146,86.104.125.80,86.104.125.80,"(1, ['109.102.24.129'], 8)",[2.888],True,x,x
100.99.99.252,86.104.125.80,86.104.125.80,"(2, ['92.80.245.109'], 6)",[2.1986666666666665],True,x,x
192.168.0.33,86.104.125.80,86.104.125.80,"(1, ['194.40.210.1'], 3)",[0.9783333333333332],True,x,x
192.168.192.38,86.104.125.80,86.104.125.80,"(1, ['89.42.203.129'], 3)",[1.1423333333333334],True,x,x
192.168.0.184,86.104.125.80,86.104.125.80,"(-1, [], 9)",[1.0853333333333333],False,x,x
194.9.92.4,86.104.125.80,86.104.125.80,"(0, ['194.9.92.1'], 2)",[0.9703333333333332],True,x,x
10.10.10.54,86.104.125.80,86.104.125.80,"(1, ['89.34.110.1'], 8)",[3.3546666666666667],False,x,x
185.173.16.151,86.104.125.80,86.104.125.80,"(0, ['185.173.16.130'], 7)",[0.7823333333333333],False,x,x
93.113.126.132,86.104.125.80,86.104.125.80,"(3, ['89.238.218.213'], 6)",[1.258],True,x,x
91.220.63.87,86.104.125.80,86.104.125.80,"(1, ['89.238.233.57'], 5)",[0.5863333333333333],True,x,x
185.86.67.69,86.104.125.80,86.104.125.80,"(0, ['185.86.67.65'], 2)",[0.7703333333333333],True,x,x
192.168.3.102,86.104.125.80,86.104.125.80,"(-1, [], 10)",[],False,x,x
192.168.68.71,86.104.125.80,86.104.125.80,"(-1, [], 10)",[0.867],False,x,x
192.168.88.11,86.104.125.80,86.104.125.80,"(-1, [], 10)",[1.07],False,x,x
192.168.1.126,86.104.125.80,86.104.125.80,"(-1, [], 10)",[1.147],False,x,x
192.168.0.197,86.104.125.80,86.104.125.80,"(-1, [], 9)",[1.1193333333333333],False,x,x
86.107.73.26,86.104.125.80,86.104.125.80,"(3, ['89.238.255.9'], 6)",[0.6469999999999999],True,x,x
