Source_IP,Destination_Name,Destination_IP,Last_Valid_Hop,RTT,Success?,Destination_IP_responded,Destination_RTT
10.98.0.194,185.1.158.1,185.1.158.1,"(3, ['95.70.144.49'], 10)",[12.39],False,x,x
192.168.2.100,185.1.158.1,185.1.158.1,"(5, ['81.212.222.209'], 12)",[9.917],False,x,x
104.237.228.43,185.1.158.1,185.1.158.1,"(3, ['46.31.76.96'], 10)",[0.717],False,x,x
195.93.226.2,185.1.158.1,185.1.158.1,"(7, ['159.146.100.22'], 14)",[14.88],False,x,x
91.93.118.21,185.1.158.1,185.1.158.1,"(0, ['91.93.118.17'], 12)",[4.595],False,x,x
192.168.0.157,185.1.158.1,185.1.158.1,"(6, ['81.212.216.50'], 13)",[5.33],False,x,x
172.31.1.9,185.1.158.1,185.1.158.1,"(6, ['31.145.5.89'], 18)",[2.1],False,x,x
172.18.0.2,185.1.158.1,185.1.158.1,"(-1, [], 13)",[0.103],False,x,x
172.18.0.2,185.1.158.1,185.1.158.1,"(-1, [], 13)",[0.125],False,x,x
178.251.46.131,185.1.158.1,185.1.158.1,"(4, ['81.212.222.209'], 11)",[1.109],False,x,x
192.168.46.43,185.1.158.1,185.1.158.1,"(1, ['212.12.128.161'], 13)",[2.549],False,x,x
172.19.0.2,185.1.158.1,185.1.158.1,"(1, ['77.223.128.217'], 3)",[0.321],False,x,x
10.1.1.144,185.1.158.1,185.1.158.1,"(-1, [], 7)",[0.245],False,x,x
213.142.143.58,185.1.158.1,185.1.158.1,"(5, ['159.146.100.22'], 12)",[3.565],False,x,x
91.241.50.205,185.1.158.1,185.1.158.1,"(0, ['91.241.50.1'], 8)",[0.439],False,x,x
172.17.0.2,185.1.158.1,185.1.158.1,"(6, ['212.156.251.170'], 13)",[0.851],False,x,x
192.168.0.160,185.1.158.1,185.1.158.1,"(4, ['81.212.213.70'], 11)",[19.813],False,x,x
185.50.71.4,185.1.158.1,185.1.158.1,"(3, ['212.156.120.130'], 10)",[2.311],False,x,x
192.168.67.48,185.1.158.1,185.1.158.1,"(-1, [], 9)",[0.505],False,x,x
192.168.9.2,185.1.158.1,185.1.158.1,"(3, ['81.212.218.34'], 10)",[5.431],False,x,x
192.168.1.100,185.1.158.1,185.1.158.1,"(2, ['81.212.72.145'], 9)",[4.228],False,x,x
192.168.1.20,185.1.158.1,185.1.158.1,"(1, ['176.40.160.1'], 13)",[5.171],False,x,x
192.168.168.93,185.1.158.1,185.1.158.1,"(2, ['212.125.18.61'], 9)",[4.621],False,x,x
192.168.0.75,185.1.158.1,185.1.158.1,"(4, ['81.212.209.14'], 11)",[13.416],False,x,x
192.168.1.31,185.1.158.1,185.1.158.1,"(1, ['100.96.128.1'], 8)",[6.862],False,x,x
10.0.1.102,185.1.158.1,185.1.158.1,"(5, ['31.223.29.62'], 12)",[27.729],False,x,x
192.168.0.115,185.1.158.1,185.1.158.1,"(5, ['212.156.252.183'], 12)",[9.466],False,x,x
192.168.1.3,185.1.158.1,185.1.158.1,"(4, ['159.146.100.57'], 12)","[7.796, 4.529]",False,x,x
172.20.1.98,185.1.158.1,185.1.158.1,"(3, ['81.212.214.43'], 10)",[1.602],False,x,x
10.0.0.50,185.1.158.1,185.1.158.1,"(4, ['213.74.210.217'], 16)",[1.776],False,x,x
192.168.3.252,185.1.158.1,185.1.158.1,"(6, ['81.212.197.84'], 13)",[27.339],False,x,x
192.168.1.20,185.1.158.1,185.1.158.1,"(4, ['195.175.171.241'], 11)",[15.107],False,x,x
10.0.0.253,185.1.158.1,185.1.158.1,"(3, ['176.236.80.73'], 19)",[1.929],False,x,x
192.168.3.253,185.1.158.1,185.1.158.1,"(6, ['81.212.197.84'], 13)",[27.448],False,x,x
192.168.1.103,185.1.158.1,185.1.158.1,"(5, ['81.212.209.14'], 12)",[2.689],False,x,x
192.168.1.106,185.1.158.1,185.1.158.1,"(7, ['81.212.222.209'], 14)",[10.778],False,x,x
172.16.99.106,185.1.158.1,185.1.158.1,"(7, ['81.212.216.50'], 14)",[7.684],False,x,x
192.168.1.71,185.1.158.1,185.1.158.1,"(4, ['95.0.63.161'], 11)",[46.867],False,x,x
192.168.234.6,185.1.158.1,185.1.158.1,"(2, ['213.74.210.217'], 14)",[18.271],False,x,x
192.168.1.2,185.1.158.1,185.1.158.1,"(1, ['151.250.32.1'], 12)",[3.915],False,x,x
192.168.88.148,185.1.158.1,185.1.158.1,"(4, ['212.156.252.183'], 11)",[1.764],False,x,x
185.50.71.8,185.1.158.1,185.1.158.1,"(3, ['212.156.120.130'], 10)",[4.396],False,x,x
192.168.1.133,185.1.158.1,185.1.158.1,"(4, ['81.212.216.50'], 11)",[17.845],False,x,x
192.168.100.55,185.1.158.1,185.1.158.1,"(5, ['81.212.216.50'], 12)",[6.49],False,x,x
192.168.1.107,185.1.158.1,185.1.158.1,"(7, ['81.212.222.209'], 14)",[14.384],False,x,x
45.151.2.6,185.1.158.1,185.1.158.1,"(6, ['81.212.246.100'], 13)",[9.039],False,x,x
192.168.2.82,185.1.158.1,185.1.158.1,"(3, ['33.33.33.33'], 13)",[13.245],False,x,x
213.238.162.218,185.1.158.1,185.1.158.1,"(3, ['81.212.213.70'], 10)",[0.812],False,x,x
5.188.168.94,185.1.158.1,185.1.158.1,"(5, ['195.175.203.85'], 12)",[0.972],False,x,x
185.17.112.95,185.1.158.1,185.1.158.1,"(1, ['46.31.76.14'], 8)",[0.425],False,x,x
185.92.0.41,185.1.158.1,185.1.158.1,"(2, ['46.221.30.29'], 15)",[0.73],False,x,x
192.168.0.130,185.1.158.1,185.1.158.1,"(6, ['81.212.216.50'], 13)",[5.236],False,x,x
45.12.55.69,185.1.158.1,185.1.158.1,"(3, ['212.156.120.130'], 10)",[0.682],False,x,x
77.223.128.226,185.1.158.1,185.1.158.1,"(-1, [], 2)",[0.458],False,x,x
10.252.4.170,185.1.158.1,185.1.158.1,"(4, ['212.156.120.130'], 11)",[14.446],False,x,x
